UniprotID	GeneID	TranscriptID	ProteinID	Symbol	Strand	Chrom	UniprotEntryName	Length	logit_s_mean	logit_s_sd	s_mean	s_lower	s_upper	s_median
P11586	ENSG00000100714	ENST00000652337	ENSP00000498336	MTHFD1	+	14	C1TC_HUMAN	935	-5.54999303817749	1.8482388257980347	0.016648339107632637	0.00010384846973465756	0.12702633440494537	0.003872430184856057
Q8NEL9	ENSG00000100523	ENST00000673822	ENSP00000500986	DDHD1	-	14	DDHD1_HUMAN	900	-2.8910231590270996	0.8261555433273315	0.06947061419487	0.010876031592488289	0.21895137429237366	0.05259910970926285
Q9BYC5	ENSG00000033170	ENST00000673929	ENSP00000501213	FUT8	+	14	FUT8_HUMAN	575	-4.877807140350342	1.8750839233398438	0.030684052035212517	0.00019294659432489425	0.23099353909492493	0.007556161377578974
Q9UM01	ENSG00000155465	ENST00000674313	ENSP00000501493	SLC7A7	-	14	YLAT1_HUMAN	511	-6.1997761726379395	1.6633967161178589	0.007570070680230856	7.790260133333504e-05	0.05023140087723732	0.0020257728174328804
Q86WD7	ENSG00000170054	ENST00000674397	ENSP00000501517	SERPINA9	-	14	SPA9_HUMAN	417	-6.396631240844727	1.4865710735321045	0.004716585390269756	9.04830958461389e-05	0.029799677431583405	0.0016643893904983997
Q8IW75	ENSG00000165953	ENST00000677451	ENSP00000503935	SERPINA12	-	14	SPA12_HUMAN	414	-6.184539794921875	1.6906702518463135	0.008076784200966358	7.498167542507872e-05	0.05361165106296539	0.002056810539215803
Q6ZMZ3	ENSG00000176438	ENST00000682763	ENSP00000507501	SYNE3	-	14	SYNE3_HUMAN	975	-5.53605318069458	1.8796135187149048	0.018231438472867012	9.902611054712906e-05	0.13562913239002228	0.003926576115190983
Q9Y2K1	ENSG00000126804	ENST00000683701	ENSP00000506911	ZBTB1	+	14	ZBTB1_HUMAN	713						
Q17RD7	ENSG00000139973	ENST00000683842	ENSP00000508274	SYT16	+	14	SYT16_HUMAN	645	-5.23513126373291	1.9482548236846924	0.02649274840950966	0.00011695078137563542	0.19519178569316864	0.005297908093780279
Q8TD10	ENSG00000151338	ENST00000684589	ENSP00000506738	MIPOL1	+	14	MIPO1_HUMAN	442	-6.045401573181152	1.9524105787277222	0.014344810508191586	5.1593924581538886e-05	0.0980796217918396	0.00236313184723258
Q9P1V8	ENSG00000100583	ENST00000216471	ENSP00000216471	SAMD15	+	14	SAM15_HUMAN	674	-5.720186233520508	1.482730746269226	0.009613984264433384	0.0001792975381249562	0.05656767636537552	0.0032683825120329857
Q6SJ96	ENSG00000182521	ENST00000247219	ENSP00000247219	TBPL2	-	14	TBPL2_HUMAN	375	-6.180342197418213	1.6090855598449707	0.007266988977789879	8.835219341563061e-05	0.046238888055086136	0.0020654445979744196
Q6PJG2	ENSG00000156030	ENST00000286523	ENSP00000286523	MIDEAS	-	14	MDEAS_HUMAN	1045	-2.9606547355651855	1.9097075462341309	0.12928394973278046	0.0012249710271134973	0.6861764192581177	0.04923534765839577
Q7Z6M2	ENSG00000165355	ENST00000298097	ENSP00000298097	FBXO33	-	14	FBX33_HUMAN	555	-2.472522735595703	2.951056718826294	0.23464716970920563	0.0002595019177533686	0.9648193120956421	0.07780703157186508
Q8NFX7	ENSG00000168952	ENST00000323944	ENSP00000324302	STXBP6	-	14	STXB6_HUMAN	210	-5.565852642059326	2.1898622512817383	0.02585657313466072	5.232921103015542e-05	0.2186073213815689	0.003811731468886137
Q9H293	ENSG00000166090	ENST00000329715	ENSP00000328111	IL25	+	14	IL25_HUMAN	177	-5.884767055511475	2.1836118698120117	0.020404532551765442	3.850946814054623e-05	0.16728875041007996	0.002773778745904565
Q13362	ENSG00000078304	ENST00000334743	ENSP00000333905	PPP2R5C	+	14	2A5G_HUMAN	524	-1.9425883293151855	3.49462890625	0.3125864863395691	0.00015193056606221944	0.9926578402519226	0.1253637671470642
Q07866	ENSG00000126214	ENST00000348520	ENSP00000341154	KLC1	+	14	KLC1_HUMAN	573	-5.329490661621094	1.3228193521499634	0.01126787718385458	0.0003624836099334061	0.06083579733967781	0.004823162220418453
Q8IXF0	ENSG00000151322	ENST00000356141	ENSP00000348460	NPAS3	+	14	NPAS3_HUMAN	933	-3.5561633110046387	2.7978296279907227	0.14236927032470703	0.00011857951176352799	0.8729705810546875	0.027755768969655037
Q17RC7	ENSG00000205436	ENST00000380069	ENSP00000369409	EXOC3L4	+	14	EX3L4_HUMAN	722	-6.127450466156006	0.8322754502296448	0.0031026846263557673	0.0004268375050742179	0.011028085835278034	0.0021773860789835453
Q6NXP6	ENSG00000165555	ENST00000380835	ENSP00000370215	NOXRED1	-	14	NXRD1_HUMAN	359	-6.1937079429626465	1.6778675317764282	0.008107549510896206	7.618518429808319e-05	0.051899686455726624	0.0020380779169499874
Q0VAA2	ENSG00000100565	ENST00000393774	ENSP00000377369	LRRC74A	+	14	LR74A_HUMAN	488	-5.541710376739502	1.6856504678726196	0.014202993363142014	0.00014400423970073462	0.09639868140220642	0.0039045114535838366
Q8IZ08	ENSG00000181619	ENST00000395116	ENSP00000378548	GPR135	-	14	GP135_HUMAN	494						
O95741	ENSG00000100884	ENST00000397016	ENSP00000380211	CPNE6	+	14	CPNE6_HUMAN	557	-2.371370553970337	1.1802513599395752	0.12860587239265442	0.00915171205997467	0.4854741096496582	0.08538205176591873
Q8WUG5	ENSG00000092096	ENST00000397267	ENSP00000380437	SLC22A17	-	14	S22AH_HUMAN	538	-4.3334550857543945	1.9550707340240479	0.051663871854543686	0.00028426386415958405	0.3771679699420929	0.012952170334756374
Q9NVH0	ENSG00000081177	ENST00000409018	ENSP00000387331	EXD2	+	14	EXD2_HUMAN	621	-6.414929389953613	1.2713050842285156	0.003594482783228159	0.00013546780974138528	0.019393812865018845	0.001634260406717658
Q8TB40	ENSG00000100439	ENST00000428304	ENSP00000414558	ABHD4	+	14	ABHD4_HUMAN	342	-5.29579496383667	1.3909586668014526	0.012846795842051506	0.00032804746297188103	0.07112298905849457	0.004987626802176237
A8MTL3	ENSG00000215277	ENST00000430154	ENSP00000397830	RNF212B	+	14	R212B_HUMAN	300	-6.390713691711426	1.0026885271072388	0.0027241758070886135	0.0002349397400394082	0.011826916597783566	0.0016742510488256812
Q6ZRR7	ENSG00000131951	ENST00000445360	ENSP00000454748	LRRC9	+	14	LRRC9_HUMAN	1453	-6.480783939361572	1.337892770767212	0.003603128017857671	0.00011131832434330136	0.020662376657128334	0.0015302634565159678
Q8TAA1	ENSG00000173464	ENST00000553849	ENSP00000451318	RNASE11	-	14	RNS11_HUMAN	199						
Q9UHD4	ENSG00000136305	ENST00000554411	ENSP00000451089	CIDEB	-	14	CIDEB_HUMAN	219	-6.619345664978027	1.05793035030365	0.0023858288768678904	0.00016775283438619226	0.010499836876988411	0.0013325257459655404
P60153	ENSG00000188655	ENST00000555230	ENSP00000450800	RNASE9	-	14	RNAS9_HUMAN	205						
Q5GAN4	ENSG00000258436	ENST00000556526	ENSP00000450580	RNASE12	-	14	RNS12_HUMAN	147						
P0C7T8	ENSG00000232070	ENST00000556585	ENSP00000451229	TMEM253	+	14	TM253_HUMAN	217	-5.802552700042725	2.1092545986175537	0.018764518201351166	4.8368427087552845e-05	0.1586257517337799	0.0030107442289590836
Q8N9W8	ENSG00000172717	ENST00000612183	ENSP00000483154	FAM71D	+	14	GAR2_HUMAN	422	-4.585355281829834	1.3842558860778809	0.023520737886428833	0.0006761314580217004	0.13328006863594055	0.010097132995724678
P40305	ENSG00000165949	ENST00000616764	ENSP00000477753	IFI27	+	14	IFI27_HUMAN	122	-6.48262357711792	1.2849196195602417	0.0033687495160847902	0.00012326885189395398	0.018629074096679688	0.0015274551697075367
Q96PC5	ENSG00000150527	ENST00000640607	ENSP00000491014	MIA2	+	14	MIA2_HUMAN	1412	-3.9584763050079346	0.3129989504814148	0.019643079489469528	0.010232077911496162	0.034058962017297745	0.01873449981212616
Q8NGC6	ENSG00000176230	ENST00000641633	ENSP00000493115	OR4K17	+	14	OR4KH_HUMAN	315						
A0A7I2V4K3	ENSG00000250366	ENST00000678517	ENSP00000504015	TUNAR	+	14	A0A7I2V4K3_HUMAN	65	-4.9462127685546875	2.8289151191711426	0.07065165042877197	2.7790636522695422e-05	0.6452808976173401	0.007060087285935879
Q9Y4K4	ENSG00000012983	ENST00000013125	ENSP00000013125	MAP4K5	-	14	M4K5_HUMAN	846	-4.85790491104126	1.6015782356262207	0.023285549134016037	0.0003363773284945637	0.15201693773269653	0.007706880569458008
P12814	ENSG00000072110	ENST00000193403	ENSP00000193403	ACTN1	-	14	ACTN1_HUMAN	892	-3.8787646293640137	2.546706438064575	0.10747221857309341	0.00014049244055058807	0.7526301145553589	0.020257500931620598
Q99766	ENSG00000125375	ENST00000245448	ENSP00000245448	DMAC2L	+	14	ATP5S_HUMAN	215	-6.247445583343506	1.7011302709579468	0.008249547332525253	6.898177525727078e-05	0.051500435918569565	0.0019316531252115965
Q9UGN5	ENSG00000129484	ENST00000250416	ENSP00000250416	PARP2	+	14	PARP2_HUMAN	583	-6.389152526855469	1.3695350885391235	0.004103541374206543	0.00011466374417068437	0.024011623114347458	0.001676862477324903
O00409	ENSG00000053254	ENST00000261302	ENSP00000261302	FOXN3	-	14	FOXN3_HUMAN	490	-3.1364049911499023	2.635575771331787	0.1594940572977066	0.0002479493268765509	0.8838319182395935	0.04163031280040741
Q9UKV3	ENSG00000100813	ENST00000262710	ENSP00000262710	ACIN1	-	14	ACINU_HUMAN	1341	-1.6039361953735352	1.125088095664978	0.2150345742702484	0.021688029170036316	0.6459299325942993	0.16743220388889313
Q86TZ1	ENSG00000139865	ENST00000267368	ENSP00000267368	TTC6	+	14	TTC6_HUMAN	520	-4.717763900756836	1.424175500869751	0.022389132529497147	0.000547775998711586	0.1271461695432663	0.00885600596666336
Q86UP0	ENSG00000139880	ENST00000267383	ENSP00000267383	CDH24	-	14	CAD24_HUMAN	819	-4.770182132720947	1.582656979560852	0.02568058855831623	0.0003810753405559808	0.1586601734161377	0.008407549932599068
Q8N9Y4	ENSG00000140067	ENST00000267594	ENSP00000267594	FAM181A	+	14	F181A_HUMAN	354	-4.668346881866455	2.906209945678711	0.08486568927764893	3.153398210997693e-05	0.7364738583564758	0.009300465695559978
Q6SA08	ENSG00000139908	ENST00000287913	ENSP00000287913	TSSK4	+	14	TSSK4_HUMAN	328	-4.889146327972412	1.5126802921295166	0.020821984857320786	0.00038806686643511057	0.12737761437892914	0.0074716005474328995
Q9C026	ENSG00000100505	ENST00000298355	ENSP00000298355	TRIM9	-	14	TRIM9_HUMAN	710	-4.871344566345215	2.2808260917663574	0.0452452227473259	8.768426050664857e-05	0.4010705053806305	0.007604778744280338
Q9NQX3	ENSG00000171723	ENST00000315266	ENSP00000312771	GPHN	+	14	GEPH_HUMAN	736	-2.3194284439086914	4.173688888549805	0.30399349331855774	2.754375418589916e-05	0.9971592426300049	0.08952663838863373
Q86VP3	ENSG00000179364	ENST00000325438	ENSP00000321834	PACS2	+	14	PACS2_HUMAN	889	-1.972909927368164	0.6441906690597534	0.1398743838071823	0.037851423025131226	0.3295283019542694	0.12207667529582977
Q5GAN6	ENSG00000182545	ENST00000328444	ENSP00000333358	RNASE10	+	14	RNS10_HUMAN	216						
P59768	ENSG00000186469	ENST00000335281	ENSP00000334448	GNG2	+	14	GBG2_HUMAN	71	-4.788662433624268	2.8899919986724854	0.07886534184217453	2.8862401450169273e-05	0.7059134244918823	0.008254872635006905
Q9NYF0	ENSG00000165617	ENST00000335867	ENSP00000337439	DACT1	+	14	DACT1_HUMAN	836	-2.95343017578125	3.1942861080169678	0.2110273391008377	9.961330943042412e-05	0.9646769762039185	0.04957463964819908
P32243	ENSG00000165588	ENST00000339475	ENSP00000343819	OTX2	-	14	OTX2_HUMAN	289	-5.649909973144531	2.266258955001831	0.026248019188642502	4.142039324506186e-05	0.23003330826759338	0.003505501663312316
A4IF30	ENSG00000151812	ENST00000339762	ENSP00000342518	SLC35F4	-	14	S35F4_HUMAN	521	-5.4837446212768555	1.6584500074386597	0.013611657544970512	0.00016095154569484293	0.09680482000112534	0.004136564210057259
P57789	ENSG00000100433	ENST00000340700	ENSP00000343104	KCNK10	-	14	KCNKA_HUMAN	538	-5.810352802276611	1.615160584449768	0.010257622227072716	0.00012639029591809958	0.06631668657064438	0.0029874213505536318
Q8WXH0	ENSG00000054654	ENST00000344113	ENSP00000341781	SYNE2	+	14	SYNE2_HUMAN	6885	-6.622979640960693	1.3188624382019043	0.003159967251121998	0.00010023409413406625	0.017326219007372856	0.0013276984682306647
A6NCF5	ENSG00000185271	ENST00000344581	ENSP00000341549	KLHL33	-	14	KLH33_HUMAN	533	-6.192235946655273	1.5141340494155884	0.006048966199159622	0.00010516407928662375	0.0382508747279644	0.002041074214503169
Q86TS9	ENSG00000172590	ENST00000355151	ENSP00000347277	MRPL52	+	14	RM52_HUMAN	123	-3.9601635932922363	3.18339204788208	0.1433940976858139	3.71876303688623e-05	0.9071372151374817	0.018703507259488106
Q9BUH8	ENSG00000183092	ENST00000355173	ENSP00000347301	BEGAIN	-	14	BEGIN_HUMAN	593	-2.769334554672241	2.7798826694488525	0.1991211622953415	0.0002697341260500252	0.9357841610908508	0.05900395289063454
Q15070	ENSG00000155463	ENST00000358043	ENSP00000350740	OXA1L	+	14	OXA1L_HUMAN	435	-6.090638160705566	1.7808243036270142	0.009874607436358929	6.902382301632315e-05	0.06912000477313995	0.002258849795907736
Q8NCU1	ENSG00000175699	ENST00000359253	ENSP00000490490	CCDC197	+	14	CC197_HUMAN	143						
Q9Y4F4	ENSG00000198718	ENST00000361577	ENSP00000355045	TOGARAM1	+	14	TGRM1_HUMAN	1720	-5.277868747711182	1.3849307298660278	0.012641559354960918	0.0003379471891093999	0.07152781635522842	0.0050773839466273785
Q05BV3	ENSG00000165521	ENST00000380664	ENSP00000370039	EML5	-	14	EMAL5_HUMAN	1969	-6.117830753326416	1.146452784538269	0.004128995351493359	0.00023286082432605326	0.020415695384144783	0.0021983867045491934
P57103	ENSG00000100678	ENST00000381269	ENSP00000370669	SLC8A3	-	14	NAC3_HUMAN	927	-5.150832653045654	1.7225134372711182	0.020763052627444267	0.00019802950555458665	0.14495038986206055	0.005761194042861462
Q9H4F8	ENSG00000198732	ENST00000381280	ENSP00000370680	SMOC1	+	14	SMOC1_HUMAN	434	-4.124537467956543	1.5463751554489136	0.040391676127910614	0.0007800466264598072	0.25092267990112305	0.01591363362967968
Q8N4C6	ENSG00000100503	ENST00000382041	ENSP00000371472	NIN	-	14	NIN_HUMAN	2090	-5.6873345375061035	1.7009614706039429	0.01308518648147583	0.00012081161548849195	0.08678711950778961	0.0033771691378206015
Q8N128	ENSG00000151327	ENST00000382406	ENSP00000371843	FAM177A1	+	14	F177A_HUMAN	213	-5.549977779388428	1.6211879253387451	0.0133783845230937	0.00016204935673158616	0.08529331535100937	0.0038724890910089016
Q6GYQ0	ENSG00000174373	ENST00000389698	ENSP00000374348	RALGAPA1	-	14	RGPA1_HUMAN	2036	-4.015796661376953	1.635171890258789	0.0489133857190609	0.000730774539988488	0.3076948821544647	0.017709311097860336
P11277	ENSG00000070182	ENST00000389720	ENSP00000374370	SPTB	-	14	SPTB1_HUMAN	2137	-3.0677590370178223	2.2539310455322266	0.14324481785297394	0.000560913875233382	0.7941076159477234	0.04445692524313927
Q9P2D8	ENSG00000133958	ENST00000393151	ENSP00000376858	UNC79	+	14	UNC79_HUMAN	2635	-2.716881275177002	0.9903885722160339	0.0866025909781456	0.009396219626069069	0.3152354955673218	0.06198455020785332
Q9Y4D1	ENSG00000100592	ENST00000395125	ENSP00000378557	DAAM1	+	14	DAAM1_HUMAN	1078	-4.697970867156982	2.474794626235962	0.06647128611803055	7.13045519660227e-05	0.5380607843399048	0.009031441062688828
Q9UI08	ENSG00000196405	ENST00000402714	ENSP00000384720	EVL	+	14	EVL_HUMAN	416	-3.5012259483337402	2.199230194091797	0.11000529676675797	0.00040483043994754553	0.6919361352920532	0.029277369379997253
P49763	ENSG00000119630	ENST00000405431	ENSP00000385365	PGF	-	14	PLGF_HUMAN	221	-4.579745769500732	2.3005285263061523	0.06089084967970848	0.00011292221461189911	0.48230937123298645	0.01015335600823164
P07910	ENSG00000092199	ENST00000420743	ENSP00000404848	HNRNPC	-	14	HNRPC_HUMAN	306	-2.712062358856201	3.0617573261260986	0.22348767518997192	0.0001644079020479694	0.9640451669692993	0.06226532533764839
Q7Z3D6	ENSG00000133943	ENST00000428926	ENSP00000404343	DGLUCY	+	14	GLUCM_HUMAN	616	-5.216800689697266	1.2047786712646484	0.010514738038182259	0.0005112588405609131	0.05439886450767517	0.005395388230681419
O15315	ENSG00000182185	ENST00000487270	ENSP00000419471	RAD51B	+	14	RA51B_HUMAN	384	-6.912010192871094	1.4226218461990356	0.0027765226550400257	6.126151856733486e-05	0.015926407650113106	0.0009947636863216758
P43699	ENSG00000136352	ENST00000498187	ENSP00000429607	NKX2-1	-	14	NKX21_HUMAN	371	-3.52455735206604	3.023021936416626	0.15297050774097443	7.87171593401581e-05	0.9168621897697449	0.02862151898443699
P49758	ENSG00000182732	ENST00000553530	ENSP00000452331	RGS6	+	14	RGS6_HUMAN	472	-4.893507480621338	1.95464289188385	0.03358563780784607	0.00016252162458840758	0.25683632493019104	0.007439328823238611
O43166	ENSG00000197555	ENST00000555818	ENSP00000450832	SIPA1L1	+	14	SI1L1_HUMAN	1804	-1.2001056671142578	0.5674772262573242	0.2458992451429367	0.0901060700416565	0.4780464470386505	0.23145641386508942
A8K0R7	ENSG00000022976	ENST00000558850	ENSP00000453363	ZNF839	+	14	ZN839_HUMAN	811	-4.4360575675964355	2.101384162902832	0.050274960696697235	0.00019260139379184693	0.4213047921657562	0.011703930795192719
Q9Y467	ENSG00000165821	ENST00000614342	ENSP00000483562	SALL2	-	14	SALL2_HUMAN	1007	-4.691167831420898	2.9085190296173096	0.08601955324411392	3.068334626732394e-05	0.7329077124595642	0.00909253116697073
Q9BVV6	ENSG00000100578	ENST00000619416	ENSP00000478083	KIAA0586	+	14	TALD3_HUMAN	1533	-4.319427013397217	0.6294127702713013	0.01578844152390957	0.0038606426678597927	0.043696776032447815	0.013132741674780846
Q8NH07	ENSG00000258453	ENST00000641517	ENSP00000492923	OR11H2	-	14	O11H2_HUMAN	326						
Q8NGC0	ENSG00000169327	ENST00000641822	ENSP00000493431	OR5AU1	-	14	O5AU1_HUMAN	362						
Q96IL0	ENSG00000256053	ENST00000674165	ENSP00000501341	COA8	+	14	COA8_HUMAN	206	-6.2073445320129395	1.7586586475372314	0.00871945358812809	6.414809467969462e-05	0.059499938040971756	0.002010529860854149
P25789	ENSG00000041357	ENST00000044462	ENSP00000044462	PSMA4	+	15	PSA4_HUMAN	261	-4.612259387969971	2.407844066619873	0.06208948418498039	8.857726061251014e-05	0.5267317295074463	0.009831735864281654
O60306	ENSG00000021776	ENST00000156471	ENSP00000156471	AQR	-	15	AQR_HUMAN	1485	-2.5988078117370605	1.6136537790298462	0.13918350636959076	0.003136485582217574	0.6373535394668579	0.06921518594026566
Q92521	ENSG00000069943	ENST00000164305	ENSP00000164305	PIGB	+	15	PIGB_HUMAN	554	-6.6327433586120605	1.845802903175354	0.006201157346367836	3.534033749019727e-05	0.046751219779253006	0.001314815366640687
O43570	ENSG00000074410	ENST00000178638	ENSP00000178638	CA12	-	15	CAH12_HUMAN	354	-6.169061183929443	1.642000436782837	0.007806143257766962	8.377246558666229e-05	0.049698762595653534	0.0020888277795165777
Q13163	ENSG00000137764	ENST00000178640	ENSP00000178640	MAP2K5	+	15	MP2K5_HUMAN	448	-4.393462181091309	1.056758999824524	0.0204770565032959	0.0015550805255770683	0.08929672837257385	0.012207016348838806
Q8N8D1	ENSG00000090470	ENST00000204549	ENSP00000204549	PDCD7	-	15	PDCD7_HUMAN	485	-5.978417873382568	1.8749216794967651	0.01159124169498682	6.42158483969979e-05	0.09082207828760147	0.00252643134444952
Q9NZD8	ENSG00000090487	ENST00000204566	ENSP00000204566	SPG21	-	15	SPG21_HUMAN	308	-5.348710536956787	1.7653231620788574	0.018099229782819748	0.00014940810797270387	0.13138815760612488	0.00473178131505847
O43315	ENSG00000103569	ENST00000219919	ENSP00000219919	AQP9	+	15	AQP9_HUMAN	295	-5.418641567230225	1.7538660764694214	0.01705758273601532	0.000142481570946984	0.12119876593351364	0.004413598217070103
P41240	ENSG00000103653	ENST00000220003	ENSP00000220003	CSK	+	15	CSK_HUMAN	450	-1.3756743669509888	1.420143961906433	0.2690538465976715	0.01538124866783619	0.8034119606018066	0.20170462131500244
Q96DP5	ENSG00000103707	ENST00000220058	ENSP00000220058	MTFMT	-	15	FMT_HUMAN	389	-5.772884368896484	1.392682671546936	0.007746509741991758	0.00020292079716455191	0.04550865292549133	0.00310112489387393
Q9NYN1	ENSG00000103710	ENST00000220062	ENSP00000220062	RASL12	-	15	RASLC_HUMAN	266	-5.44370698928833	2.019899845123291	0.021679913625121117	8.249936217907816e-05	0.1847071796655655	0.004304815083742142
P09668	ENSG00000103811	ENST00000220166	ENSP00000220166	CTSH	-	15	CATH_HUMAN	335	-6.015961647033691	1.8872979879379272	0.011749424040317535	6.036762715666555e-05	0.0897308960556984	0.0024335645139217377
Q9H223	ENSG00000103966	ENST00000220325	ENSP00000220325	EHD4	-	15	EHD4_HUMAN	541	-5.388395309448242	1.2496100664138794	0.009489602409303188	0.0003944650525227189	0.050249237567186356	0.004548516124486923
O43548	ENSG00000104055	ENST00000220420	ENSP00000220420	TGM5	-	15	TGM5_HUMAN	720	-6.146002292633057	1.677112102508545	0.008076285012066364	8.002578397281468e-05	0.05422193557024002	0.002137449337169528
Q8WXD2	ENSG00000104112	ENST00000220478	ENSP00000220478	SCG3	+	15	SCG3_HUMAN	468	-4.686800003051758	1.865461826324463	0.03342573717236519	0.00023799148038960993	0.26297527551651	0.009131968952715397
Q9NVM6	ENSG00000104129	ENST00000220496	ENSP00000220496	DNAJC17	-	15	DJC17_HUMAN	304	-3.971956491470337	2.4824142456054688	0.09640964865684509	0.00014517891395371407	0.7096091508865356	0.018488287925720215
Q96L33	ENSG00000104140	ENST00000220507	ENSP00000220507	RHOV	-	15	RHOV_HUMAN	236	-4.320296764373779	2.91241717338562	0.10287574678659439	4.412106136442162e-05	0.8002626895904541	0.013121474534273148
Q9P253	ENSG00000104142	ENST00000220509	ENSP00000220509	VPS18	+	15	VPS18_HUMAN	973	-4.301098346710205	1.6797653436660767	0.04197118058800697	0.0005035229842178524	0.2672111690044403	0.013372417539358139
O43482	ENSG00000104147	ENST00000220514	ENSP00000220514	OIP5	-	15	MS18B_HUMAN	229	-5.586918830871582	2.0753443241119385	0.02172878198325634	6.413103255908936e-05	0.17956195771694183	0.0037325695157051086
Q9UL45	ENSG00000104164	ENST00000220531	ENSP00000220531	BLOC1S6	+	15	BL1S6_HUMAN	172	-4.50094747543335	2.078089952468872	0.05134022980928421	0.00018893305968958884	0.39461222290992737	0.010976651683449745
O75925	ENSG00000033800	ENST00000249636	ENSP00000249636	PIAS1	+	15	PIAS1_HUMAN	651	-2.962218761444092	3.176344871520996	0.21178942918777466	0.00010227527673123404	0.9631482362747192	0.049162182956933975
O00161	ENSG00000092531	ENST00000249647	ENSP00000249647	SNAP23	+	15	SNP23_HUMAN	211	-5.133621692657471	1.8780930042266846	0.02623821422457695	0.00014852388994768262	0.1895976960659027	0.00586062204092741
Q9NZR1	ENSG00000128872	ENST00000249700	ENSP00000249700	TMOD2	+	15	TMOD2_HUMAN	351	-4.200473785400391	2.0198330879211426	0.05823712795972824	0.00028598844073712826	0.4398741126060486	0.014767137356102467
Q9NR61	ENSG00000128917	ENST00000249749	ENSP00000249749	DLL4	+	15	DLL4_HUMAN	685	-5.984269142150879	1.6480700969696045	0.009829418733716011	9.958224836736917e-05	0.05985491722822189	0.002511728787794709
O94788	ENSG00000128918	ENST00000249750	ENSP00000249750	ALDH1A2	-	15	AL1A2_HUMAN	518	-3.4543793201446533	1.7996629476547241	0.08762684464454651	0.0009279046789743006	0.5182158946990967	0.030638527125120163
P84101	ENSG00000140264	ENST00000249786	ENSP00000249786	SERF2	+	15	SERF2_HUMAN	59	-5.415899276733398	2.2548694610595703	0.031752727925777435	5.352214793674648e-05	0.26964280009269714	0.004425664898008108
Q9NWW5	ENSG00000128973	ENST00000249806	ENSP00000249806	CLN6	-	15	CLN6_HUMAN	311	-6.184835910797119	1.716518521308899	0.00807771272957325	7.125669799279422e-05	0.05622528865933418	0.0020562028512358665
P56211	ENSG00000128989	ENST00000249822	ENSP00000249822	ARPP19	-	15	ARP19_HUMAN	112	-4.187832832336426	2.9425461292266846	0.11016584187746048	4.748181891045533e-05	0.8291270136833191	0.01495218463242054
O14498	ENSG00000129009	ENST00000249842	ENSP00000249842	ISLR	+	15	ISLR_HUMAN	428						
Q9P2Z0	ENSG00000129028	ENST00000249861	ENSP00000249861	THAP10	-	15	THA10_HUMAN	257	-5.699583530426025	1.6693168878555298	0.011896342970430851	0.0001269761851290241	0.08107855916023254	0.003336191875860095
Q86X52	ENSG00000131873	ENST00000254190	ENSP00000254190	CHSY1	-	15	CHSS1_HUMAN	802	-2.8487744331359863	3.1036674976348877	0.21231985092163086	0.0001320958836004138	0.9621049165725708	0.05474470183253288
P09661	ENSG00000131876	ENST00000254193	ENSP00000254193	SNRPA1	-	15	RU2A_HUMAN	255	-3.536647319793701	1.589232087135315	0.0691063329577446	0.001290435204282403	0.39608392119407654	0.02828729897737503
Q7L8W6	ENSG00000134146	ENST00000256538	ENSP00000256538	DPH6	-	15	DPH6_HUMAN	267	-6.03759765625	1.8128089904785156	0.011026437394320965	6.836117245256901e-05	0.07694791257381439	0.0023816016037017107
Q9H079	ENSG00000134152	ENST00000256544	ENSP00000256544	KATNBL1	-	15	KTBL1_HUMAN	304	-4.3219380378723145	1.484371542930603	0.032333552837371826	0.0007230905466713011	0.19582068920135498	0.013100238516926765
Q9NPA0	ENSG00000134153	ENST00000256545	ENSP00000256545	EMC7	-	15	EMC7_HUMAN	242	-3.8486032485961914	2.5108120441436768	0.10736940056085587	0.00015534543490502983	0.7450718283653259	0.020864861086010933
Q96GR2	ENSG00000103740	ENST00000258873	ENSP00000258873	ACSBG1	-	15	ACBG1_HUMAN	724	-5.859710693359375	1.5945680141448975	0.00958110112696886	0.00012525841884780675	0.060972925275564194	0.0028439576271921396
P49914	ENSG00000136371	ENST00000258874	ENSP00000258874	MTHFS	-	15	MTHFS_HUMAN	203	-6.196737766265869	1.702134132385254	0.008105049841105938	7.242700667120516e-05	0.05413516238331795	0.0020319249015301466
Q6PCB6	ENSG00000136379	ENST00000258884	ENSP00000258884	ABHD17C	+	15	AB17C_HUMAN	329	-4.036660671234131	2.652106761932373	0.10221628099679947	9.758456872077659e-05	0.7615821957588196	0.01734999753534794
P48200	ENSG00000136381	ENST00000258886	ENSP00000258886	IREB2	+	15	IREB2_HUMAN	963	-2.6653146743774414	2.2629823684692383	0.1727522909641266	0.0008238664013333619	0.8544639348983765	0.0650513544678688
Q96L96	ENSG00000136383	ENST00000258888	ENSP00000258888	ALPK3	+	15	ALPK3_HUMAN	1907	-5.9590044021606445	1.643536925315857	0.00921282172203064	0.00010304138413630426	0.060783322900533676	0.0025758296251296997
O75838	ENSG00000136425	ENST00000258930	ENSP00000258930	CIB2	-	15	CIB2_HUMAN	187	-5.625603675842285	1.6979314088821411	0.013019150123000145	0.0001292687957175076	0.09131206572055817	0.003591441549360752
Q8NB66	ENSG00000137766	ENST00000260323	ENSP00000260323	UNC13C	+	15	UN13C_HUMAN	2214	-6.01164436340332	1.9083882570266724	0.011898069642484188	5.817387136630714e-05	0.09353036433458328	0.002444067969918251
