GeneID	TranscriptID	ProteinID	Symbol	Strand	Chrom
ENSG00000122863	ENST00000373115	ENSP00000362207	CHST3	+	10
ENSG00000155254	ENST00000285605	ENSP00000441365	MARVELD1	+	10
ENSG00000148795	ENST00000369887	ENSP00000358903	CYP17A1	-	10
ENSG00000065613	ENST00000369755	ENSP00000358770	SLK	+	10
ENSG00000099194	ENST00000370355	ENSP00000359380	SCD	+	10
ENSG00000138316	ENST00000373207	ENSP00000362303	ADAMTS14	+	10
ENSG00000241935	ENST00000370646	ENSP00000359680	HOGA1	+	10
ENSG00000203942	ENST00000370640	ENSP00000359674	C10orf62	+	10
ENSG00000166167	ENST00000370187	ENSP00000359206	BTRC	+	10
ENSG00000107447	ENST00000371174	ENSP00000360216	DNTT	+	10
ENSG00000107438	ENST00000329399	ENSP00000360305	PDLIM1	-	10
ENSG00000148468	ENST00000378116	ENSP00000367356	FAM171A1	-	10
ENSG00000189180	ENST00000432900	ENSP00000402467	ZNF33A	+	10
ENSG00000165507	ENST00000298295	ENSP00000298295	DEPP1	-	10
ENSG00000171160	ENST00000307450	ENSP00000307636	MORN4	-	10
ENSG00000148834	ENST00000369713	ENSP00000358727	GSTO1	+	10
ENSG00000165879	ENST00000371021	ENSP00000360060	FRAT1	+	10
ENSG00000196072	ENST00000370372	ENSP00000359398	BLOC1S2	-	10
ENSG00000165886	ENST00000370664	ENSP00000359698	UBTD1	+	10
ENSG00000165813	ENST00000369287	ENSP00000358293	CCDC186	-	10
ENSG00000120053	ENST00000370508	ENSP00000359539	GOT1	-	10
ENSG00000165644	ENST00000372538	ENSP00000361616	COMTD1	-	10
ENSG00000119986	ENST00000370626	ENSP00000359660	AVPI1	-	10
ENSG00000119929	ENST00000370476	ENSP00000359507	CUTC	+	10
ENSG00000122882	ENST00000372979	ENSP00000362070	ECD	-	10
ENSG00000107742	ENST00000373109	ENSP00000362201	SPOCK2	-	10
ENSG00000183128	ENST00000369783	ENSP00000358798	CALHM3	-	10
ENSG00000052749	ENST00000370992	ENSP00000360031	RRP12	-	10
ENSG00000177613	ENST00000331173	ENSP00000332444	CSTF2T	-	10
ENSG00000180628	ENST00000336126	ENSP00000337500	PCGF5	+	10
ENSG00000213390	ENST00000358531	ENSP00000351333	ARHGAP19	-	10
ENSG00000166171	ENST00000370151	ENSP00000359170	DPCD	+	10
ENSG00000166169	ENST00000370162	ENSP00000359181	POLL	-	10
ENSG00000165669	ENST00000369183	ENSP00000358183	FAM204A	-	10
ENSG00000107829	ENST00000331272	ENSP00000359149	FBXW4	-	10
ENSG00000019995	ENST00000359653	ENSP00000352676	ZRANB1	+	10
ENSG00000155265	ENST00000370602	ENSP00000359634	GOLGA7B	+	10
ENSG00000198018	ENST00000370489	ENSP00000359520	ENTPD7	+	10
ENSG00000148843	ENST00000369797	ENSP00000358812	PDCD11	+	10
ENSG00000203837	ENST00000369230	ENSP00000358232	PNLIPRP3	+	10
ENSG00000107807	ENST00000370196	ENSP00000359215	TLX1	+	10
ENSG00000148600	ENST00000623527	ENSP00000485478	CDHR1	+	10
ENSG00000107581	ENST00000369144	ENSP00000358140	EIF3A	-	10
ENSG00000185875	ENST00000376356	ENSP00000365534	THNSL1	+	10
ENSG00000072422	ENST00000337910	ENSP00000338671	RHOBTB1	-	10
ENSG00000108187	ENST00000358769	ENSP00000351619	PBLD	-	10
ENSG00000065618	ENST00000648076	ENSP00000497653	COL17A1	-	10
ENSG00000120563	ENST00000649382	ENSP00000498092	LYZL1	+	10
ENSG00000120029	ENST00000370033	ENSP00000359050	ARMH3	-	10
ENSG00000204172	ENST00000452145	ENSP00000392206	AGAP9	-	10
ENSG00000171314	ENST00000334828	ENSP00000359991	PGAM1	+	10
ENSG00000095596	ENST00000224356	ENSP00000224356	CYP26A1	+	10
ENSG00000148541	ENST00000618804	ENSP00000481854	FAM13C	-	10
ENSG00000156671	ENST00000542569	ENSP00000438042	SAMD8	+	10
ENSG00000148841	ENST00000337478	ENSP00000337178	ITPRIP	-	10
ENSG00000150593	ENST00000280154	ENSP00000280154	PDCD4	+	10
ENSG00000120051	ENST00000369704	ENSP00000358718	CFAP58	+	10
ENSG00000138346	ENST00000358410	ENSP00000351185	DNA2	-	10
ENSG00000148604	ENST00000652092	ENSP00000498299	RGR	+	10
ENSG00000107960	ENST00000224950	ENSP00000224950	STN1	-	10
ENSG00000107593	ENST00000318222	ENSP00000325296	PKD2L1	-	10
ENSG00000171811	ENST00000368586	ENSP00000357575	CFAP46	-	10
ENSG00000182180	ENST00000372945	ENSP00000362036	MRPS16	-	10
ENSG00000214435	ENST00000369880	ENSP00000358896	AS3MT	+	10
ENSG00000196932	ENST00000399298	ENSP00000382237	TMEM26	-	10
ENSG00000108100	ENST00000374704	ENSP00000363836	CCNY	+	10
ENSG00000119979	ENST00000361432	ENSP00000354688	DENND10	+	10
ENSG00000151893	ENST00000369151	ENSP00000358147	CACUL1	-	10
ENSG00000181274	ENST00000371019	ENSP00000360058	FRAT2	-	10
ENSG00000107560	ENST00000355624	ENSP00000347839	RAB11FIP2	-	10
ENSG00000188620	ENST00000357878	ENSP00000350549	HMX3	+	10
ENSG00000151553	ENST00000369248	ENSP00000358251	FAM160B1	+	10
ENSG00000189319	ENST00000337318	ENSP00000338532	FAM53B	-	10
ENSG00000150594	ENST00000280155	ENSP00000280155	ADRA2A	+	10
ENSG00000148737	ENST00000627217	ENSP00000486891	TCF7L2	+	10
ENSG00000213185	ENST00000368898	ENSP00000357894	FAM24B	-	10
ENSG00000119973	ENST00000239032	ENSP00000239032	PRLHR	-	10
ENSG00000130649	ENST00000252945	ENSP00000252945	CYP2E1	+	10
ENSG00000138152	ENST00000260723	ENSP00000260723	BTBD16	+	10
ENSG00000065154	ENST00000368845	ENSP00000357838	OAT	-	10
ENSG00000170430	ENST00000651593	ENSP00000498729	MGMT	+	10
ENSG00000156398	ENST00000369893	ENSP00000358909	SFXN2	+	10
ENSG00000148824	ENST00000317502	ENSP00000323047	MTG1	+	10
ENSG00000225899	ENST00000425520	ENSP00000401310	FRG2B	-	10
ENSG00000095574	ENST00000368886	ENSP00000357881	IKZF5	-	10
ENSG00000166272	ENST00000448841	ENSP00000414721	WBP1L	+	10
ENSG00000107949	ENST00000278100	ENSP00000278100	BCCIP	+	10
ENSG00000068383	ENST00000368594	ENSP00000357583	INPP5A	+	10
ENSG00000182022	ENST00000435907	ENSP00000402394	CHST15	-	10
ENSG00000138162	ENST00000369005	ENSP00000358001	TACC2	+	10
ENSG00000148702	ENST00000351270	ENSP00000277903	HABP2	+	10
ENSG00000186795	ENST00000334549	ENSP00000334650	KCNK18	+	10
ENSG00000229544	ENST00000451024	ENSP00000451945	NKX1-2	-	10
ENSG00000107902	ENST00000368842	ENSP00000357835	LHPP	+	10
ENSG00000089876	ENST00000284690	ENSP00000284690	DHX32	-	10
ENSG00000166033	ENST00000368984	ENSP00000357980	HTRA1	+	10
ENSG00000148773	ENST00000368654	ENSP00000357643	MKI67	-	10
ENSG00000165650	ENST00000334464	ENSP00000334642	PDZD8	-	10
ENSG00000203795	ENST00000368894	ENSP00000357889	FAM24A	+	10
ENSG00000175018	ENST00000368821	ENSP00000357811	TEX36	-	10
ENSG00000138172	ENST00000260743	ENSP00000260743	CALHM2	-	10
ENSG00000203791	ENST00000368836	ENSP00000357829	EEF1AKMT2	-	10
ENSG00000077147	ENST00000371142	ENSP00000360184	TM9SF3	-	10
ENSG00000171307	ENST00000393760	ENSP00000377357	ZDHHC16	+	10
ENSG00000183605	ENST00000355697	ENSP00000347924	SFXN4	-	10
ENSG00000154485	ENST00000368808	ENSP00000357798	MMP21	-	10
ENSG00000175470	ENST00000455566	ENSP00000399970	PPP2R2D	+	10
ENSG00000138161	ENST00000392790	ENSP00000376540	CUZD1	-	10
ENSG00000188916	ENST00000522781	ENSP00000429763	INSYN2A	-	10
ENSG00000180745	ENST00000368671	ENSP00000357660	CLRN3	-	10
ENSG00000120008	ENST00000263461	ENSP00000263461	WDR11	+	10
ENSG00000165672	ENST00000298510	ENSP00000298510	PRDX3	-	10
ENSG00000171311	ENST00000370902	ENSP00000359939	EXOSC1	-	10
ENSG00000169129	ENST00000304129	ENSP00000303042	AFAP1L2	-	10
ENSG00000138279	ENST00000372921	ENSP00000362012	ANXA7	-	10
ENSG00000188613	ENST00000425699	ENSP00000393275	NANOS1	+	10
ENSG00000203780	ENST00000368693	ENSP00000357682	FANK1	+	10
ENSG00000196177	ENST00000358776	ENSP00000357873	ACADSB	+	10
ENSG00000203867	ENST00000369519	ENSP00000358532	RBM20	+	10
ENSG00000108039	ENST00000502935	ENSP00000421566	XPNPEP1	-	10
ENSG00000186766	ENST00000388920	ENSP00000373572	FOXI2	+	10
ENSG00000165646	ENST00000644641	ENSP00000496339	SLC18A2	+	10
ENSG00000148826	ENST00000368592	ENSP00000357581	NKX6-2	-	10
ENSG00000165660	ENST00000298492	ENSP00000298492	ABRAXAS2	+	10
ENSG00000187164	ENST00000355371	ENSP00000347532	SHTN1	-	10
ENSG00000187021	ENST00000358834	ENSP00000351695	PNLIPRP1	+	10
ENSG00000154478	ENST00000284674	ENSP00000284674	GPR26	+	10
ENSG00000107518	ENST00000355044	ENSP00000347152	ATRNL1	+	10
ENSG00000165752	ENST00000298630	ENSP00000298630	STK32C	-	10
ENSG00000188690	ENST00000368797	ENSP00000357787	UROS	-	10
ENSG00000183559	ENST00000329446	ENSP00000331012	C10orf120	-	10
ENSG00000154473	ENST00000368865	ENSP00000357858	BUB3	+	10
ENSG00000175029	ENST00000309035	ENSP00000311825	CTBP2	-	10
ENSG00000119965	ENST00000481909	ENSP00000419126	C10orf88	-	10
ENSG00000254636	ENST00000528446	ENSP00000436682	ARMS2	+	10
ENSG00000107938	ENST00000356792	ENSP00000349244	EDRF1	+	10
ENSG00000176769	ENST00000368642	ENSP00000357631	TCERG1L	-	10
ENSG00000198873	ENST00000392870	ENSP00000376609	GRK5	+	10
ENSG00000119946	ENST00000356713	ENSP00000349147	CNNM1	+	10
ENSG00000043591	ENST00000369295	ENSP00000358301	ADRB1	+	10
ENSG00000151640	ENST00000338492	ENSP00000339850	DPYSL4	+	10
ENSG00000075290	ENST00000343737	ENSP00000340677	WNT8B	+	10
ENSG00000265763	ENST00000585316	ENSP00000462269	ZNF488	-	10
ENSG00000182645	ENST00000333254	ENSP00000329860	CCDC172	+	10
ENSG00000148908	ENST00000369103	ENSP00000358099	RGS10	-	10
ENSG00000175535	ENST00000369221	ENSP00000358223	PNLIP	+	10
ENSG00000185737	ENST00000372141	ENSP00000361214	NRG3	+	10
ENSG00000148704	ENST00000369206	ENSP00000358207	VAX1	-	10
ENSG00000165863	ENST00000588184	ENSP00000465712	C10orf82	-	10
ENSG00000198825	ENST00000650623	ENSP00000497527	INPP5F	+	10
ENSG00000095485	ENST00000354105	ENSP00000326411	CWF19L1	-	10
ENSG00000177291	ENST00000321660	ENSP00000315070	GJD4	+	10
ENSG00000165832	ENST00000298746	ENSP00000298746	TRUB1	+	10
ENSG00000148700	ENST00000356080	ENSP00000348381	ADD3	+	10
ENSG00000121898	ENST00000241305	ENSP00000241305	CPXM2	-	10
ENSG00000151025	ENST00000376351	ENSP00000365529	GPR158	+	10
ENSG00000107554	ENST00000324109	ENSP00000315659	DNMBP	-	10
ENSG00000155229	ENST00000438925	ENSP00000412698	MMS19	-	10
ENSG00000138175	ENST00000260746	ENSP00000260746	ARL3	-	10
ENSG00000172987	ENST00000370552	ENSP00000359583	HPSE2	-	10
ENSG00000188316	ENST00000341276	ENSP00000345555	ENO4	+	10
ENSG00000138315	ENST00000334011	ENSP00000333900	OIT3	+	10
ENSG00000119919	ENST00000344586	ENSP00000342828	NKX2-3	+	10
ENSG00000213551	ENST00000372950	ENSP00000362041	DNAJC9	-	10
ENSG00000196865	ENST00000369301	ENSP00000358307	NHLRC2	+	10
ENSG00000170370	ENST00000553456	ENSP00000450962	EMX2	+	10
ENSG00000182010	ENST00000373789	ENSP00000362894	RTKN2	-	10
ENSG00000197430	ENST00000371172	ENSP00000360214	OPALIN	-	10
ENSG00000155287	ENST00000370495	ENSP00000359526	SLC25A28	-	10
ENSG00000165816	ENST00000392982	ENSP00000376708	VWA2	+	10
ENSG00000198924	ENST00000361384	ENSP00000355185	DCLRE1A	-	10
ENSG00000107566	ENST00000421367	ENSP00000410964	ERLIN1	-	10
ENSG00000065621	ENST00000338595	ENSP00000345023	GSTO2	+	10
ENSG00000148498	ENST00000374788	ENSP00000363920	PARD3	-	10
ENSG00000148814	ENST00000368614	ENSP00000357603	LRRC27	+	10
ENSG00000171813	ENST00000305233	ENSP00000306324	PWWP2B	+	10
ENSG00000077150	ENST00000661543	ENSP00000499294	NFKB2	+	10
ENSG00000059915	ENST00000020673	ENSP00000020673	PSD	-	10
ENSG00000107874	ENST00000369937	ENSP00000358953	CUEDC2	-	10
ENSG00000120055	ENST00000625129	ENSP00000489684	C10orf95	-	10
ENSG00000138111	ENST00000238936	ENSP00000238936	MFSD13A	+	10
ENSG00000138107	ENST00000369905	ENSP00000358921	ACTR1A	-	10
ENSG00000122861	ENST00000372764	ENSP00000361850	PLAU	+	10
ENSG00000148680	ENST00000336152	ENSP00000337949	HTR7	-	10
ENSG00000148677	ENST00000371697	ENSP00000360762	ANKRD1	-	10
ENSG00000099290	ENST00000282633	ENSP00000282633	WASHC2A	+	10
ENSG00000138311	ENST00000395254	ENSP00000378674	ZNF365	+	10
ENSG00000181915	ENST00000373783	ENSP00000362888	ADO	+	10
ENSG00000203805	ENST00000398250	ENSP00000381302	PLPP4	+	10
ENSG00000180592	ENST00000449193	ENSP00000410041	SKIDA1	-	10
ENSG00000185933	ENST00000329905	ENSP00000329926	CALHM1	-	10
ENSG00000214285	ENST00000398023	ENSP00000381105	NPS	+	10
ENSG00000152463	ENST00000378228	ENSP00000367473	OLAH	+	10
ENSG00000172538	ENST00000311787	ENSP00000308292	FAM170B	-	10
ENSG00000214413	ENST00000448814	ENSP00000436622	BBIP1	-	10
ENSG00000165806	ENST00000369318	ENSP00000358324	CASP7	+	10
ENSG00000151929	ENST00000369085	ENSP00000358081	BAG3	+	10
ENSG00000107779	ENST00000372037	ENSP00000361107	BMPR1A	+	10
ENSG00000108055	ENST00000361804	ENSP00000354720	SMC3	+	10
ENSG00000185532	ENST00000373980	ENSP00000363092	PRKG1	+	10
ENSG00000108061	ENST00000369452	ENSP00000358464	SHOC2	+	10
ENSG00000095585	ENST00000224337	ENSP00000224337	BLNK	-	10
ENSG00000035403	ENST00000211998	ENSP00000211998	VCL	+	10
ENSG00000107882	ENST00000369902	ENSP00000358918	SUFU	+	10
ENSG00000014919	ENST00000016171	ENSP00000016171	COX15	-	10
ENSG00000197893	ENST00000359988	ENSP00000353078	NRAP	-	10
ENSG00000120539	ENST00000375940	ENSP00000365107	MASTL	+	10
ENSG00000122375	ENST00000241891	ENSP00000241891	OPN4	+	10
ENSG00000107890	ENST00000376087	ENSP00000365255	ANKRD26	-	10
ENSG00000187122	ENST00000266058	ENSP00000266058	SLIT1	-	10
ENSG00000173848	ENST00000355029	ENSP00000347134	NET1	+	10
ENSG00000178372	ENST00000380332	ENSP00000369689	CALML5	-	10
ENSG00000178363	ENST00000315238	ENSP00000315299	CALML3	+	10
ENSG00000196372	ENST00000357700	ENSP00000350331	ASB13	-	10
ENSG00000057608	ENST00000380191	ENSP00000369538	GDI2	-	10
ENSG00000138180	ENST00000371485	ENSP00000360540	CEP55	+	10
ENSG00000186188	ENST00000371481	ENSP00000360536	FFAR4	+	10
ENSG00000138207	ENST00000371464	ENSP00000360519	RBP4	-	10
ENSG00000095464	ENST00000371447	ENSP00000360502	PDE6C	+	10
ENSG00000148690	ENST00000359204	ENSP00000360488	FRA10AC1	-	10
ENSG00000108231	ENST00000371418	ENSP00000360472	LGI1	+	10
ENSG00000185267	ENST00000465530	ENSP00000419395	CDNF	-	10
ENSG00000187522	ENST00000378372	ENSP00000367623	HSPA14	+	10
ENSG00000148842	ENST00000369878	ENSP00000358894	CNNM2	+	10
ENSG00000235376	ENST00000441178	ENSP00000476672	RPEL1	+	10
ENSG00000148798	ENST00000369849	ENSP00000358865	INA	+	10
ENSG00000156374	ENST00000369847	ENSP00000358862	PCGF6	-	10
ENSG00000148835	ENST00000369839	ENSP00000358854	TAF5	+	10
ENSG00000173915	ENST00000369815	ENSP00000358830	ATP5MK	-	10
ENSG00000076685	ENST00000404739	ENSP00000383960	NT5C2	-	10
ENSG00000176273	ENST00000427197	ENSP00000400932	SLC35G1	+	10
ENSG00000173145	ENST00000371361	ENSP00000360412	NOC3L	-	10
ENSG00000108239	ENST00000225235	ENSP00000225235	TBC1D12	+	10
ENSG00000119969	ENST00000348459	ENSP00000239027	HELLS	+	10
ENSG00000138193	ENST00000371380	ENSP00000360431	PLCE1	+	10
ENSG00000261456	ENST00000568584	ENSP00000456206	TUBB8	-	10
ENSG00000015171	ENST00000381604	ENSP00000371017	ZMYND11	+	10
ENSG00000156113	ENST00000286628	ENSP00000286628	KCNMA1	-	10
ENSG00000165471	ENST00000674931	ENSP00000502789	MBL2	-	10
ENSG00000023839	ENST00000647814	ENSP00000497274	ABCC2	+	10
ENSG00000276430	ENST00000617224	ENSP00000485370	FAM25C	-	10
ENSG00000182333	ENST00000238983	ENSP00000238983	LIPF	+	10
ENSG00000173239	ENST00000404743	ENSP00000383901	LIPM	+	10
ENSG00000204020	ENST00000404459	ENSP00000383923	LIPN	+	10
ENSG00000107968	ENST00000263056	ENSP00000263056	MAP3K8	+	10
ENSG00000119953	ENST00000369603	ENSP00000358616	SMNDC1	-	10
ENSG00000138166	ENST00000369583	ENSP00000358596	DUSP5	+	10
ENSG00000107951	ENST00000263063	ENSP00000263063	MTPAP	-	10
ENSG00000165732	ENST00000354185	ENSP00000346120	DDX21	+	10
ENSG00000122862	ENST00000242465	ENSP00000242465	SRGN	+	10
ENSG00000265190	ENST00000585281	ENSP00000462880	ANXA8	-	10
ENSG00000172661	ENST00000623400	ENSP00000485513	WASHC2C	+	10
ENSG00000204130	ENST00000602465	ENSP00000473462	RUFY2	-	10
ENSG00000138347	ENST00000358913	ENSP00000351790	MYPN	+	10
ENSG00000128805	ENST00000249601	ENSP00000249601	ARHGAP22	-	10
ENSG00000171772	ENST00000343131	ENSP00000341282	SYCE1	-	10
ENSG00000196233	ENST00000421806	ENSP00000490116	LCOR	+	10
ENSG00000136758	ENST00000376016	ENSP00000365184	YME1L1	-	10
ENSG00000151532	ENST00000393077	ENSP00000376792	VTI1A	+	10
ENSG00000183049	ENST00000619168	ENSP00000478874	CAMK1D	+	10
ENSG00000198954	ENST00000361983	ENSP00000354848	KIFBP	+	10
ENSG00000204147	ENST00000647317	ENSP00000496089	ASAH2B	+	10
ENSG00000134452	ENST00000362091	ENSP00000355415	FBH1	+	10
ENSG00000148688	ENST00000371703	ENSP00000360768	RPP30	+	10
ENSG00000078114	ENST00000377122	ENSP00000366326	NEBL	-	10
ENSG00000150760	ENST00000623213	ENSP00000485033	DOCK1	+	10
ENSG00000188649	ENST00000646931	ENSP00000496666	CC2D2B	+	10
ENSG00000197748	ENST00000357060	ENSP00000349568	CFAP43	-	10
ENSG00000171206	ENST00000643721	ENSP00000496301	TRIM8	+	10
ENSG00000187908	ENST00000338354	ENSP00000342210	DMBT1	+	10
ENSG00000108094	ENST00000374749	ENSP00000363881	CUL2	-	10
ENSG00000165868	ENST00000369209	ENSP00000358211	HSPA12A	-	10
ENSG00000177791	ENST00000359322	ENSP00000352272	MYOZ1	-	10
ENSG00000166317	ENST00000394810	ENSP00000378289	SYNPO2L	-	10
ENSG00000176986	ENST00000345254	ENSP00000321845	SEC24C	+	10
ENSG00000196968	ENST00000372841	ENSP00000361932	FUT11	+	10
ENSG00000172586	ENST00000372833	ENSP00000361923	CHCHD1	+	10
ENSG00000214655	ENST00000604729	ENSP00000474944	ZSWIM8	+	10
ENSG00000166507	ENST00000309979	ENSP00000310657	NDST2	-	10
ENSG00000177354	ENST00000374144	ENSP00000363259	C10orf71	+	10
ENSG00000265354	ENST00000580018	ENSP00000464522	TIMM23	+	10
ENSG00000263639	ENST00000582163	ENSP00000463092	MSMB	-	10
ENSG00000122958	ENST00000263559	ENSP00000263559	VPS26A	+	10
ENSG00000156502	ENST00000359655	ENSP00000352678	SUPV3L1	+	10
ENSG00000156510	ENST00000354624	ENSP00000346643	HKDC1	+	10
ENSG00000075073	ENST00000373306	ENSP00000362403	TACR2	-	10
ENSG00000099282	ENST00000373290	ENSP00000362387	TSPAN15	+	10
ENSG00000122859	ENST00000242462	ENSP00000242462	NEUROG3	-	10
ENSG00000171224	ENST00000373279	ENSP00000362376	FAM241B	+	10
ENSG00000107897	ENST00000396271	ENSP00000379568	ACBD5	-	10
ENSG00000138160	ENST00000260731	ENSP00000260731	KIF11	+	10
ENSG00000042286	ENST00000307864	ENSP00000312370	AIFM2	-	10
ENSG00000079332	ENST00000373241	ENSP00000362338	SAR1A	-	10
ENSG00000180817	ENST00000373232	ENSP00000362329	PPA1	-	10
ENSG00000156521	ENST00000287078	ENSP00000287078	TYSND1	-	10
ENSG00000107672	ENST00000369023	ENSP00000358019	NSMCE4A	-	10
ENSG00000166189	ENST00000299238	ENSP00000299238	HPS6	+	10
ENSG00000198728	ENST00000673968	ENSP00000501277	LDB1	-	10
ENSG00000148840	ENST00000278070	ENSP00000278070	PPRC1	+	10
ENSG00000166197	ENST00000605788	ENSP00000474710	NOLC1	+	10
ENSG00000119915	ENST00000370005	ENSP00000359022	ELOVL3	+	10
ENSG00000107859	ENST00000370002	ENSP00000359019	PITX3	-	10
ENSG00000067057	ENST00000381125	ENSP00000370517	PFKP	+	10
ENSG00000249860	ENST00000512524	ENSP00000437910	MTRNR2L5	+	10
ENSG00000107959	ENST00000224949	ENSP00000224949	PITRM1	-	10
ENSG00000119912	ENST00000265986	ENSP00000265986	IDE	-	10
ENSG00000133661	ENST00000372292	ENSP00000361366	SFTPD	-	10
ENSG00000133678	ENST00000372281	ENSP00000361355	TMEM254	+	10
ENSG00000189129	ENST00000372263	ENSP00000361337	PLAC9	+	10
ENSG00000099284	ENST00000373255	ENSP00000362352	MACROH2A2	+	10
ENSG00000148734	ENST00000277942	ENSP00000277942	NPFFR1	-	10
ENSG00000150093	ENST00000302278	ENSP00000303351	ITGB1	-	10
ENSG00000136754	ENST00000376140	ENSP00000365310	ABI1	-	10
ENSG00000196793	ENST00000374446	ENSP00000363569	ZNF239	-	10
ENSG00000078403	ENST00000307729	ENSP00000307411	MLLT10	+	10
ENSG00000120616	ENST00000319778	ENSP00000318559	EPC1	-	10
ENSG00000138182	ENST00000371728	ENSP00000360793	KIF20B	+	10
ENSG00000204152	ENST00000651259	ENSP00000502369	TIMM23B	+	10
ENSG00000166024	ENST00000298999	ENSP00000298999	R3HCC1L	+	10
ENSG00000179988	ENST00000406217	ENSP00000384653	PSTK	+	10
ENSG00000183346	ENST00000648843	ENSP00000496918	CABCOCO1	+	10
ENSG00000214562	ENST00000381697	ENSP00000371116	NUTM2D	+	10
ENSG00000132334	ENST00000254667	ENSP00000254667	PTPRE	+	10
ENSG00000185009	ENST00000355264	ENSP00000347408	AP3M1	-	10
ENSG00000148634	ENST00000373700	ENSP00000362804	HERC4	-	10
ENSG00000065328	ENST00000378714	ENSP00000367986	MCM10	+	10
ENSG00000119950	ENST00000332674	ENSP00000331152	MXI1	+	10
ENSG00000165338	ENST00000298068	ENSP00000298068	HECTD2	+	10
ENSG00000156110	ENST00000539909	ENSP00000443965	ADK	+	10
ENSG00000156515	ENST00000359426	ENSP00000352398	HK1	+	10
ENSG00000122367	ENST00000361373	ENSP00000355296	LDB3	+	10
ENSG00000165995	ENST00000324631	ENSP00000320025	CACNB2	+	10
ENSG00000204010	ENST00000371809	ENSP00000360874	IFIT1B	+	10
ENSG00000185745	ENST00000371804	ENSP00000360869	IFIT1	+	10
ENSG00000152779	ENST00000371790	ENSP00000360855	SLC16A12	-	10
ENSG00000166295	ENST00000299381	ENSP00000299381	ANAPC16	+	10
ENSG00000168209	ENST00000307365	ENSP00000307305	DDIT4	+	10
ENSG00000107863	ENST00000396432	ENSP00000379709	ARHGAP21	-	10
ENSG00000165996	ENST00000361271	ENSP00000355308	HACD1	-	10
ENSG00000136738	ENST00000377524	ENSP00000366746	STAM	+	10
ENSG00000148483	ENST00000377495	ENSP00000366715	TMEM236	+	10
ENSG00000107937	ENST00000360803	ENSP00000354040	GTPBP4	+	10
ENSG00000148377	ENST00000277517	ENSP00000277517	IDI2	-	10
ENSG00000047056	ENST00000263150	ENSP00000263150	WDR37	+	10
ENSG00000264230	ENST00000619162	ENSP00000480221	ANXA8L1	+	10
ENSG00000204174	ENST00000374312	ENSP00000363431	NPY4R	-	10
ENSG00000165730	ENST00000298596	ENSP00000298596	STOX1	+	10
ENSG00000107625	ENST00000373585	ENSP00000362687	DDX50	+	10
ENSG00000198246	ENST00000373189	ENSP00000362285	SLC29A3	+	10
ENSG00000214688	ENST00000441508	ENSP00000403151	C10orf105	-	10
ENSG00000107738	ENST00000394957	ENSP00000378409	VSIR	-	10
ENSG00000107736	ENST00000224721	ENSP00000224721	CDH23	+	10
ENSG00000197746	ENST00000394936	ENSP00000378394	PSAP	-	10
ENSG00000108175	ENST00000334512	ENSP00000334474	ZMIZ1	+	10
ENSG00000108179	ENST00000225174	ENSP00000225174	PPIF	+	10
ENSG00000165424	ENST00000372336	ENSP00000361411	ZCCHC24	-	10
ENSG00000185303	ENST00000372325	ENSP00000361400	SFTPA2	-	10
ENSG00000122852	ENST00000398636	ENSP00000381633	SFTPA1	+	10
ENSG00000062650	ENST00000298767	ENSP00000298767	WAPL	-	10
ENSG00000138109	ENST00000260682	ENSP00000260682	CYP2C9	+	10
ENSG00000138115	ENST00000371270	ENSP00000360317	CYP2C8	-	10
ENSG00000059573	ENST00000371224	ENSP00000360268	ALDH18A1	-	10
ENSG00000138185	ENST00000371205	ENSP00000360248	ENTPD1	+	10
ENSG00000138131	ENST00000260702	ENSP00000260702	LOXL4	-	10
ENSG00000119943	ENST00000370575	ENSP00000359607	PYROXD2	-	10
ENSG00000107521	ENST00000361490	ENSP00000355310	HPS1	-	10
ENSG00000156395	ENST00000369701	ENSP00000358715	SORCS3	+	10
ENSG00000197771	ENST00000369077	ENSP00000358073	MCMBP	-	10
ENSG00000107651	ENST00000369075	ENSP00000358071	SEC23IP	+	10
ENSG00000152778	ENST00000371795	ENSP00000360860	IFIT5	+	10
ENSG00000138135	ENST00000371852	ENSP00000360918	CH25H	-	10
ENSG00000107798	ENST00000336233	ENSP00000337354	LIPA	-	10
ENSG00000119977	ENST00000371217	ENSP00000360261	TCTN3	-	10
ENSG00000119917	ENST00000371818	ENSP00000360883	IFIT3	+	10
ENSG00000148660	ENST00000423381	ENSP00000410298	CAMK2G	-	10
ENSG00000197444	ENST00000374103	ENSP00000363216	OGDHL	-	10
ENSG00000198964	ENST00000361781	ENSP00000354829	SGMS1	-	10
ENSG00000198682	ENST00000456849	ENSP00000406157	PAPSS2	+	10
ENSG00000138138	ENST00000680024	ENSP00000506333	ATAD1	-	10
ENSG00000227268	ENST00000445946	ENSP00000392204	KLLN	-	10
ENSG00000171862	ENST00000371953	ENSP00000361021	PTEN	+	10
ENSG00000150347	ENST00000279873	ENSP00000279873	ARID5B	+	10
ENSG00000166343	ENST00000299432	ENSP00000299432	MSS51	-	10
ENSG00000107758	ENST00000360663	ENSP00000353881	PPP3CB	-	10
ENSG00000075826	ENST00000370345	ENSP00000359370	SEC31B	-	10
ENSG00000166136	ENST00000299166	ENSP00000299166	NDUFB8	-	10
ENSG00000166135	ENST00000299163	ENSP00000299163	HIF1AN	+	10
ENSG00000075891	ENST00000355243	ENSP00000347385	PAX2	+	10
