AN,AC,AF,AC_sim,AF_sim
384268,3,7.807051328760136e-06,1,2.6023504429200454e-06
462144,1,2.163827724691871e-06,0,0.0
460388,0,0.0,3,6.516242821272492e-06
467624,11,2.352317246334662e-05,18,3.849246403093083e-05
471654,5,1.0600991404716168e-05,3,6.360594842829701e-06
471956,13,2.7544940630058733e-05,56,0.00011865512886794532
471948,78,0.00016527244526939408,3,6.356632510361311e-06
471964,37,7.839580984990381e-05,5,1.0594028358095109e-05
471920,3,6.357009662654687e-06,34,7.204610951008646e-05
471836,11,2.331318508973457e-05,2,4.238760925406285e-06
468890,14,2.9857749152253194e-05,3,6.398089104054256e-06
471944,8,1.6951163697387826e-05,4,8.475581848693913e-06
470804,17,3.61084442782984e-05,1,2.124026134017553e-06
469810,5,1.0642600200080883e-05,1,2.128520040016177e-06
471770,1,2.1196769612311083e-06,0,0.0
471854,29,6.14596888020447e-05,8,1.695439691090888e-05
471210,14,2.971074467859341e-05,14,2.971074467859341e-05
429908,14,3.256510695311555e-05,2,4.652158136159364e-06
471806,14,2.9673213142690003e-05,1,2.1195152244778574e-06
471896,20658,0.04377659484293149,4,8.476443962228966e-06
471888,5,1.0595734581087037e-05,14,2.9668056827043706e-05
471984,98,0.00020763415709007085,10,2.1187158886741924e-05
471690,1,2.1200364646271916e-06,8,1.6960291717017533e-05
471870,2,4.238455506813317e-06,1,2.1192277534066586e-06
471974,0,0.0,5,1.0593803895977321e-05
471986,8,1.6949655286385612e-05,1,2.1187069107982015e-06
470796,1,2.1240622265269884e-06,2,4.248124453053977e-06
470880,17,3.610261637784574e-05,7,1.4865783214407067e-05
471220,3,6.366453036798098e-06,10,2.122151012266033e-05
472006,0,0.0,5,1.0593085681114224e-05
463670,0,0.0,3,6.470118834515927e-06
472002,3,6.355905271587832e-06,5,1.0593175452646388e-05
471920,23,4.87370740803526e-05,11,2.3309035429733854e-05
471862,5,1.0596318415129848e-05,11,2.3311900513285665e-05
387650,4,1.0318586353669547e-05,22,5.675222494518251e-05
468322,0,0.0,1,2.1352829890545393e-06
358154,0,0.0,1,2.7920950205777405e-06
471908,11,2.330962814785933e-05,18,3.814302787831527e-05
471828,0,0.0,2,4.238832795001568e-06
471648,9,1.908202727457765e-05,0,0.0
471398,2,4.242699375050382e-06,3,6.364049062575573e-06
417810,39,9.334386443598765e-05,2,4.7868648428711615e-06
458428,24,5.235282312598707e-05,7,1.526957341174623e-05
463422,13,2.8052185696837873e-05,143,0.00030857404266521656
467634,2,4.276848988739056e-06,22,4.7045338876129626e-05
418412,0,0.0,2,4.779977629704693e-06
469767,0,0.0,6,1.2772289241262157e-05
464756,4,8.606666724044445e-06,47778,0.10280233068534887
465318,1,2.1490679492304188e-06,2,4.2981358984608376e-06
356284,0,0.0,7,1.964724770127202e-05
369302,0,0.0,1,2.707810951470612e-06
370802,0,0.0,0,0.0
467556,4,8.555124947599859e-06,1,2.1387812368999648e-06
460228,0,0.0,1,2.172836072555342e-06
423326,3,7.086736935600459e-06,32,7.55918606464049e-05
470974,7,1.4862816206414792e-05,0,0.0
399436,0,0.0,30,7.510589931803843e-05
400784,0,0.0,0,0.0
471394,40,8.485470752703683e-05,34,7.21265013979813e-05
471880,4,8.476731372382808e-06,2,4.238365686191404e-06
471776,21,4.451265007122024e-05,9,1.907685003052296e-05
471520,9,1.9087207329487615e-05,7,1.4845605700712589e-05
461390,9,1.9506274518303386e-05,10,2.167363835367043e-05
417356,6,1.4376215988269007e-05,9,2.1564323982403512e-05
469070,8,1.705502377043938e-05,3,6.3956339139147675e-06
413410,5,1.2094530853148206e-05,9,2.177015553566677e-05
471906,0,0.0,0,0.0
180796,2,1.1062191641407996e-05,0,0.0
179952,7,3.8899262025429005e-05,6,3.334222459322486e-05
180964,19,0.00010499325832762317,37,0.0002044605556906346
180850,2,1.105888858169754e-05,2,1.105888858169754e-05
181002,292,0.001613241842631573,3,1.6574402492790135e-05
180912,2,1.1055098611479615e-05,2,1.1055098611479615e-05
407148,1,2.456109326338334e-06,6,1.4736655958030004e-05
471526,2,4.241547655908688e-06,3,6.362321483863032e-06
471806,0,0.0,0,0.0
471524,7,1.4845479763490299e-05,8,1.6966262586846056e-05
471074,1,2.1228087306877475e-06,0,0.0
471470,14,2.9694360192589135e-05,3,6.363077184126244e-06
471948,87,0.00018434234280047802,8,1.6951020027630163e-05
434478,12,2.7619350116691753e-05,5,1.1508062548621565e-05
471964,1,2.1188056716190217e-06,3,6.356417014857065e-06
471890,5,1.0595689673440844e-05,5,1.0595689673440844e-05
471966,27,5.720751071051728e-05,55,0.0001165338181140167
471606,3,6.361242223381382e-06,36,7.633490668057658e-05
469580,9,1.916606329060011e-05,1,2.129562587844457e-06
469322,1,2.130733270547726e-06,0,0.0
68028,3,4.409948844593403e-05,1,1.4699829481978009e-05
471680,0,0.0,5,1.0600407055630935e-05
471418,2,4.242519377707258e-06,9,1.909133719968266e-05
471528,2,4.241529665258479e-06,0,0.0
471540,42,8.906985621580354e-05,60,0.0001272426517368622
411234,2,4.863411099276811e-06,59,0.00014347062742866591
411926,8,1.942096395954613e-05,53,0.00012866388623199312
411010,27,6.569183231551544e-05,1,2.433030826500572e-06
411792,26,6.313867195088783e-05,0,0.0
469392,0,0.0,15,3.195623274363432e-05
471892,0,0.0,0,0.0
471112,0,0.0,5,1.0613187522287694e-05
452172,0,0.0,9,1.9903930362782303e-05
417710,5,1.1970027052261138e-05,21,5.027411361949678e-05
471892,3,6.3573868597051865e-06,3,6.3573868597051865e-06
468676,7,1.4935691181114459e-05,0,0.0
471506,553,0.0011728376733275928,12,2.5450365424830226e-05
470958,2,4.2466631844028554e-06,44,9.342659005686282e-05
417654,112,0.0002681645572651046,67,0.00016041986907823223
471996,2,4.237324045119027e-06,6,1.271197213535708e-05
471980,1,2.1187338446544347e-06,11,2.330607229119878e-05
471996,8,1.6949296180476107e-05,0,0.0
471714,3,6.359785802414175e-06,4,8.479714403218899e-06
471990,5,1.0593444776372381e-05,0,0.0
437008,2,4.576575257203529e-06,5,1.1441438143008824e-05
471972,3,6.356309272583967e-06,0,0.0
424282,9,2.1212306909084053e-05,11,2.592615288888051e-05
403940,8,1.9804921522998465e-05,0,0.0
465400,2,4.2973785990545766e-06,0,0.0
471804,2,4.239048418411035e-06,5,1.0597621046027588e-05
68032,0,0.0,1,1.4698965192850424e-05
471694,9,1.9080166379050826e-05,9,1.9080166379050826e-05
471352,6,1.2729340280724384e-05,13,2.7580237274902834e-05
365098,5,1.369495313587037e-05,381,0.0010435554289533221
361710,11,3.041110281717398e-05,9,2.488181139586962e-05
417300,0,0.0,3,7.1890726096333574e-06
415998,62,0.0001490391780729715,36,8.653887759075765e-05
417352,33,7.90699457532251e-05,0,0.0
471906,69,0.00014621555987845037,6,1.2714396511169597e-05
471892,6,1.2714773719410373e-05,6,1.2714773719410373e-05
471652,15,3.180310907194287e-05,29,6.148601087242289e-05
46056,0,0.0,1,2.171269758554803e-05
471972,0,0.0,31,6.568186248336765e-05
471976,5,1.0593759004695154e-05,18,3.8137532416902555e-05
471950,15,3.1783027863121096e-05,25,5.297171310520182e-05
471838,3,6.358114437582391e-06,12,2.5432457750329564e-05
471992,4,8.474719910506958e-06,3,6.356039932880218e-06
472000,6,1.2711864406779661e-05,13,2.754237288135593e-05
471566,2,4.241187871899162e-06,2,4.241187871899162e-06
449784,28,6.225210323177347e-05,48,0.00010671789125446881
471232,39,8.27617818823849e-05,4,8.48838788537281e-06
471166,16,3.395830768773638e-05,0,0.0
469498,8,1.703947620650141e-05,54,0.00011501646439388454
425810,2,4.6969305558817315e-06,16,3.757544444705385e-05
471240,1,2.1220609455903575e-06,0,0.0
471016,220,0.0004670754284355521,2,4.246140258505019e-06
459110,2,4.356254492387445e-06,2,4.356254492387445e-06
471826,25,5.298563453476494e-05,2,4.238850762781195e-06
471214,3,6.3665341012788245e-06,5,1.061089016879804e-05
471854,20,4.2385992277272205e-05,11,2.3312295752499713e-05
471718,22,4.66380337404975e-05,0,0.0
471904,1,2.119075066115142e-06,1,2.119075066115142e-06
471760,25,5.299304731219264e-05,3,6.359165677463117e-06
471500,8,1.696712619300106e-05,16,3.393425238600212e-05
472026,3,6.35558210776525e-06,70,0.00014829691584785585
471926,24,5.0855430724308474e-05,50,0.00010594881400897598
471866,0,0.0,1,2.119245718064027e-06
471936,11,2.3308245185787903e-05,2,4.237862761052346e-06
471834,1,2.119389446288313e-06,322,0.0006824434017048368
471788,576,0.0012208873477070209,287,0.0006083240777637413
471450,20,4.2422314137236184e-05,11,2.3332272775479904e-05
471864,0,0.0,0,0.0
471672,9,1.908105632727828e-05,159,0.00033709866178191624
9958,0,0.0,0,0.0
471824,5,1.0597171826782868e-05,0,0.0
472004,0,0.0,4,8.47450445335209e-06
471948,4,8.475510013815081e-06,60,0.0001271326502072262
471982,5,1.0593624333131348e-05,3,6.356174599878809e-06
471794,2,4.239138267972887e-06,3,6.35870740195933e-06
462412,10,2.1625736356322933e-05,5,1.0812868178161466e-05
471692,4,8.480109902224333e-06,12,2.5440329706673e-05
471608,3,6.3612152465607026e-06,21,4.4528506725924924e-05
464132,5,1.0772797393844855e-05,16,3.447295166030354e-05
472004,1,2.1186261133380226e-06,21,4.4491148380098476e-05
471992,2,4.237359955253479e-06,2,4.237359955253479e-06
464124,34,7.32562849583301e-05,5,1.0772983082107368e-05
425988,0,0.0,6,1.4084903800107045e-05
472000,10,2.1186440677966103e-05,6,1.2711864406779661e-05
466266,2,4.2893970394581634e-06,2,4.2893970394581634e-06
67390,3,4.4516990651431966e-05,1,1.4838996883810654e-05
63854,3,4.6982178093776426e-05,1,1.566072603125881e-05
41890,1,2.3872045834328003e-05,0,0.0
470858,6,1.2742695249947968e-05,3,6.371347624973984e-06
471680,18,3.816146540027137e-05,5,1.0600407055630935e-05
470644,161,0.00034208446299113554,0,0.0
471672,7,1.4840821587883105e-05,4,8.480469478790345e-06
471906,5,1.0595330425974664e-05,5,1.0595330425974664e-05
471964,4,8.475222686476087e-06,1,2.1188056716190217e-06
471996,33,6.991584674446393e-05,2,4.237324045119027e-06
472012,1,2.1185902053337626e-06,3,6.355770616001288e-06
470358,4,8.5041606606032e-06,77,0.00016370509271661162
310180,234,0.0007544006705783739,0,0.0
470074,22,4.6801141947863526e-05,2,4.254649267987594e-06
470452,2,4.25123073129671e-06,2,4.25123073129671e-06
471102,3,6.368047683941057e-06,995,0.0021120691485071175
470418,3,6.377306990803923e-06,12,2.5509227963215693e-05
415821,0,0.0,127014,0.3054535485220804
335852,0,0.0,0,0.0
471870,3,6.357683260219976e-06,1,2.1192277534066586e-06
471256,0,0.0,0,0.0
471942,17,3.602137550800734e-05,3,6.356713324942472e-06
419684,15,3.5741176694846596e-05,4,9.530980451959092e-06
471408,3,6.363914061704511e-06,8,1.6970437497878696e-05
471926,13,2.7546691642333755e-05,4,8.475905120718079e-06
471760,70,0.0001483805324741394,6,1.2718331354926234e-05
428674,8,1.8662200180090232e-05,90,0.0002099497520260151
471910,33,6.992858807823525e-05,0,0.0
471770,3,6.359030883693325e-06,4,8.478707844924433e-06
471952,6,1.271315727023087e-05,59,0.00012501271315727022
471840,6,1.271617497456765e-05,6,1.271617497456765e-05
471572,3,6.361700864343091e-06,6,1.2723401728686182e-05
471930,0,0.0,5,1.059479160044922e-05
472000,45,9.533898305084746e-05,5,1.0593220338983052e-05
471961,29,6.144575505179453e-05,8,1.6950553117736422e-05
471266,3,6.365831611022225e-06,15,3.182915805511112e-05
471462,48,0.00010181096249538668,20,4.242123437307779e-05
471448,25,5.302811762909165e-05,11,2.3332371756800324e-05
471074,10,2.1228087306877474e-05,23,4.8824600805818194e-05
471218,0,0.0,7,1.4855120135478696e-05
471358,10,2.121529707780498e-05,1,2.121529707780498e-06
471258,139475,0.2959631454532337,16,3.395167827389668e-05
469152,3,6.39451606302435e-06,3,6.39451606302435e-06
471922,9,1.907094816516289e-05,35,7.41647984200779e-05
469024,33,7.035887289349798e-05,3,6.39626117213618e-06
471972,11,2.330646733280788e-05,20,4.237539515055978e-05
470930,29,6.158027732359374e-05,2,4.246915677489223e-06
467636,3,6.41524604607002e-06,1,2.138415348690007e-06
470936,3,6.370292353950431e-06,0,0.0
467046,2,4.282233441673839e-06,13,2.7834517370879955e-05
419444,1,2.3841084864725684e-06,10,2.3841084864725684e-05
471884,1086,0.0023014130591416534,6,1.271498927702571e-05
471472,151578,0.32149947398785084,0,0.0
471940,4,8.47565368479044e-06,24,5.0853922108742637e-05
471440,84,0.00017817749872730358,1,2.1211606991345664e-06
454914,13,2.8576829906311962e-05,22,4.836078907222024e-05
470174,0,0.0,53134,0.11300922637151352
471618,2,4.240720243926229e-06,12,2.544432146355737e-05
471230,38,8.064002716295652e-05,46,9.761687498673684e-05
471902,5,1.0595420235557382e-05,5,1.0595420235557382e-05
468408,2,4.269781899540571e-06,1,2.1348909497702856e-06
470740,3,6.372944725326082e-06,11,2.3367463992862302e-05
414552,2,4.824485227426234e-06,23,5.5481580115401686e-05
471476,4,8.483994943539013e-06,115,0.00024391485462674665
471310,26,5.516539008296026e-05,11,2.3339203496637033e-05
471386,3,6.364211071181579e-06,9,1.909263321354474e-05
471892,1,2.1191289532350623e-06,4,8.47651581294025e-06
471884,5,1.0595824397521426e-05,20,4.23832975900857e-05
471212,939,0.001992733631571352,25,5.305467602692631e-05
471200,0,0.0,1,2.1222410865874364e-06
471880,9,1.907264558786132e-05,7,1.4834279901669917e-05
471977,8,1.6949978494714785e-05,3,6.356241935518044e-06
471942,2303,0.00487983692911417,210,0.00044496993274597304
471800,15,3.17931326833404e-05,4,8.478168715557439e-06
471940,115,0.00024367504343772512,12,2.5426961054371318e-05
471932,12,2.5427392081910107e-05,1,2.1189493401591753e-06
471966,2,4.237593385964244e-06,0,0.0
85126,1,1.1747292249136574e-05,4,4.69891689965463e-05
1822,0,0.0,0,0.0
471980,4,8.474935378617739e-06,3,6.356201533963303e-06
471622,2,4.240684276814907e-06,1,2.1203421384074534e-06
471902,19,4.026259689511805e-05,4,8.476336188445907e-06
471540,1,2.1207108622810367e-06,22,4.665563897018281e-05
457322,38,8.309243815079966e-05,24085,0.05266529928584236
471952,4,8.475438180153914e-06,2,4.237719090076957e-06
471594,129,0.0002735403758317536,0,0.0
464974,0,0.0,6,1.2903947317484419e-05
455032,420,0.0009230120079466938,3,6.592942913904956e-06
469520,3,6.389504174476061e-06,0,0.0
469680,0,0.0,59459,0.12659470277635837
471310,18,3.819142390358787e-05,1,2.1217457724215484e-06
452054,17,3.760612670167723e-05,1,2.2121251000986607e-06
470358,31,6.59072451196748e-05,1,2.1260401651508e-06
446190,6,1.344718617629261e-05,0,0.0
471776,1,2.11965000339144e-06,8,1.695720002713152e-05
471296,7,1.4852661596958175e-05,8,1.6974470396523627e-05
468642,40862,0.08719235578543963,4,8.535299866422556e-06
470140,2,4.254051984515251e-06,10,2.1270259922576255e-05
466904,6,1.2850607405376695e-05,19,4.06935901170262e-05
464428,8,1.7225490280517108e-05,32,6.890196112206843e-05
471538,2,4.241439714296621e-06,22,4.665583685726283e-05
471920,39,8.264112561451094e-05,1,2.119003220884896e-06
471656,7,1.484132503349899e-05,1,2.1201892904998557e-06
464380,33,7.106249192471683e-05,0,0.0
471196,2,4.24451820473858e-06,26,5.5178736661601544e-05
467676,3,6.414697354578811e-06,0,0.0
466124,0,0.0,13,2.788957444800096e-05
468954,3,6.397215931626556e-06,0,0.0
467016,16,3.426006817753567e-05,2,4.282508522191959e-06
470422,2,4.251501843026049e-06,1,2.1257509215130243e-06
469276,31,6.605920609619926e-05,31225,0.06653866807592973
470972,1,2.123268474558997e-06,0,0.0
471964,3,6.356417014857065e-06,0,0.0
471970,46,9.746382185308388e-05,5919,0.012541051338008771
472024,2,4.237072691219091e-06,84,0.00017795705303120182
471246,50,0.00010610169635392131,7420,0.01574549173892192
471982,17,3.601832273264658e-05,0,0.0
471722,2,4.239785297272546e-06,54,0.00011447420302635875
471826,21,4.4507933009202544e-05,0,0.0
471844,1,2.1193445291240326e-06,63,0.00013351870533481405
471466,95,0.00020149915370355444,2,4.24208744639062e-06
471262,8,1.6975695048614145e-05,2,4.243923762153536e-06
471556,84,0.00017813366811152864,7,1.4844472342627387e-05
471316,3,6.365156285804004e-06,14,2.9704062667085353e-05
471602,4,8.48172823694556e-06,7,1.484302441465473e-05
471102,5,1.0613412806568429e-05,25,5.3067064032842144e-05
471194,5,1.06113405518746e-05,0,0.0
469388,31,6.604344380342063e-05,0,0.0
470958,1,2.1233315922014277e-06,12,2.5479979106417133e-05
471018,8,1.6984488915497923e-05,3,6.36918334331172e-06
471362,12,2.5458140452560876e-05,7,1.4850581930660511e-05
471940,26,5.5091748951137855e-05,0,0.0
471980,7,1.4831136912581042e-05,4,8.474935378617739e-06
469640,6,1.2775743122391619e-05,8,1.7034324163188825e-05
471952,8,1.6950876360307827e-05,0,0.0
471586,40,8.482016005564203e-05,17,3.6048568023647864e-05
471816,36,7.630093087135663e-05,12,2.5433643623785543e-05
471944,0,0.0,3,6.356686386520435e-06
471946,4,8.475545931102287e-06,12,2.542663779330686e-05
467548,9,1.924936049346805e-05,0,0.0
471856,0,0.0,1,2.1192906310399785e-06
471990,18,3.813640119494057e-05,2402,0.005089090870569292
471694,218,0.0004621640300703422,79,0.00016748146043833503
471822,9532,0.020202534006468542,32,6.782218718075885e-05
471896,4,8.476443962228966e-06,5,1.0595554952786207e-05
471922,10,2.118994240573654e-05,1,2.118994240573654e-06
471942,2,4.237808883294981e-06,11151,0.023627903428811166
471988,4,8.474791731993185e-06,1,2.1186979329982964e-06
471144,1,2.122493335370927e-06,1,2.122493335370927e-06
471984,0,0.0,16,3.3899454218787076e-05
471976,21,4.449378781971965e-05,3,6.356255402817092e-06
472000,9,1.906779661016949e-05,6,1.2711864406779661e-05
466604,0,0.0,0,0.0
465356,3,6.446677382477071e-06,0,0.0
458016,0,0.0,6,1.3099979040033536e-05
471690,86,0.00018232313595793848,15,3.180054696940788e-05
88254,458,0.005189566478573209,0,0.0
94494,0,0.0,2,2.1165364996719367e-05
470438,8,1.7005428983202887e-05,16,3.4010857966405774e-05
471614,0,0.0,0,0.0
471374,2,4.242915392024168e-06,2,4.242915392024168e-06
471888,10,2.1191469162174074e-05,0,0.0
471774,44,9.326499552751953e-05,0,0.0
468976,337,0.000718586878646242,178,0.00037955033946300023
469264,2,4.261993249002694e-06,26,5.540591223703502e-05
471630,7,1.484214320547887e-05,15,3.180459258316901e-05
394442,10,2.5352269788714183e-05,0,0.0
471564,5,1.0603014649125039e-05,45,9.542713184212536e-05
471472,22,4.666236807275936e-05,3,6.3630501917399125e-06
471446,518,0.001098747258434688,18,3.8180406663753646e-05
447922,4,8.930126227334223e-06,15,3.348797335250334e-05
471228,6,1.273268990806998e-05,29,6.154133455567156e-05
471850,3,6.357952739217972e-06,11,2.3312493377132565e-05
471888,5,1.0595734581087037e-05,14,2.9668056827043706e-05
471524,352264,0.7470754404865924,0,0.0
471938,4,8.475689603295348e-06,23,4.8735215218948254e-05
471562,1,2.120611923776725e-06,4,8.4824476951069e-06
471960,2,4.237647258242224e-06,13,2.7544707178574454e-05
471782,3,6.3588691387123715e-06,5,1.0598115231187286e-05
471988,14,2.9661771061976152e-05,124,0.00026271854369178875
471986,1,2.1187069107982015e-06,3,6.356120732394605e-06
471888,0,0.0,111,0.00023522530770013223
471958,4,8.475330431945216e-06,182,0.0003856275346535073
468234,0,0.0,4,8.542737178419337e-06
471386,3,6.364211071181579e-06,3,6.364211071181579e-06
471206,24,5.0933137523715745e-05,261,0.0005538978705704086
471436,6,1.2727072179468688e-05,0,0.0
471240,56,0.00011883541295306001,0,0.0
462454,459,0.000992531149044013,3,6.487131693098124e-06
457856,81733,0.17851245806541796,3,6.552278445624825e-06
429212,16,3.7277615723698314e-05,7,1.6308956879118012e-05
471170,23,4.881465288537046e-05,2,4.244752424814823e-06
470918,13,2.760565533702258e-05,2,4.247023898003474e-06
469358,3,6.391709526629993e-06,67,0.00014274817942806984
467384,10,2.1395683206956166e-05,0,0.0
471864,3,6.3577641015207775e-06,0,0.0
471156,14,2.9714149878171984e-05,6,1.2734635662073709e-05
471766,30,6.35908480051551e-05,19,4.027420373659823e-05
471976,11,2.330626981032934e-05,0,0.0
373596,0,0.0,11,2.9443570059636613e-05
470892,139375,0.2959808193810895,19,4.034895474970906e-05
471766,126,0.00026708156162165143,5,1.059847466752585e-05
470700,1,2.1244954323348204e-06,67,0.00014234119396643296
443128,5,1.128342149446661e-05,13,2.9336895885613187e-05
303720,0,0.0,10,3.292506255761886e-05
440902,3,6.804233140244318e-06,4,9.07231085365909e-06
469756,13,2.7673941365304543e-05,43,9.153688297754579e-05
471942,0,0.0,13,2.7545757741417377e-05
471872,1,2.1192187711921875e-06,0,0.0
418934,0,0.0,0,0.0
471266,2,4.243887740681484e-06,5904,0.012527956610491739
181762,0,0.0,0,0.0
471440,1,2.1211606991345664e-06,2,4.242321398269133e-06
471420,10,2.121250689406474e-05,6,1.2727504136438845e-05
357972,0,0.0,0,0.0
471780,22,4.6631904701343844e-05,1,2.1196320318792658e-06
471406,6,1.2727882122841032e-05,7,1.4849195809981205e-05
440644,1,2.2694056880384165e-06,44379,0.10071395502945689
471054,20,4.2457977217049424e-05,9,1.9106089747672242e-05
461536,21,4.5500242667960895e-05,0,0.0
470596,20,4.2499298761570436e-05,27,5.737405332812009e-05
461530,4,8.666825558468571e-06,0,0.0
470130,10,2.1270712356156808e-05,1,2.1270712356156806e-06
460292,0,0.0,3,6.51760187011723e-06
471361,0,0.0,1,2.1215162052015334e-06
470918,4,8.494047796006948e-06,42,8.918750185807296e-05
470054,0,0.0,12,2.5528981776561843e-05
471952,13,2.754517408550022e-05,0,0.0
471726,19,4.02776187871773e-05,1,2.1198746730093315e-06
467106,0,0.0,1,2.1408416933201457e-06
471378,1,2.1214396938338235e-06,11,2.333583663217206e-05
470904,5,1.061787540560284e-05,8,1.6988600648964544e-05
469240,0,0.0,2,4.262211235188816e-06
471898,7,1.4833714065327677e-05,3,6.357306027997576e-06
471370,2,4.242951396991748e-06,47,9.970935782930607e-05
472012,54,0.00011440387108802319,1,2.1185902053337626e-06
471968,3,6.35636314326395e-06,0,0.0
471440,9,1.90904462922111e-05,1,2.1211606991345664e-06
471720,14,2.9678622911896888e-05,45,9.539557364538285e-05
470396,23,4.889497359671426e-05,47,9.991581561067696e-05
471934,6,1.2713642161827713e-05,0,0.0
468368,3,6.4052198271444675e-06,7,1.4945512930003757e-05
471798,1,2.1195511638455443e-06,72,0.00015260768379687917
430242,15,3.486409973921654e-05,0,0.0
471796,36,7.630416535960457e-05,33,6.994548491297086e-05
471164,3,6.367209718908915e-06,9,1.9101629156726746e-05
471958,9,1.9069493471876734e-05,138,0.00029239889990210994
471756,1,2.119739865523703e-06,5,1.0598699327618515e-05
469814,6,1.2771011506681367e-05,9,1.915651726002205e-05
471986,0,0.0,1,2.1187069107982015e-06
471852,2,4.238617193526784e-06,8,1.6954468774107135e-05
470830,4,8.495635367330033e-06,3,6.371726525497526e-06
471472,26,5.514643499507924e-05,0,0.0
470904,20,4.247150162241136e-05,43,9.131372848818443e-05
471450,5,1.0605578534309046e-05,1,2.1211157068618093e-06
454860,24,5.276348766653476e-05,10,2.1984786527722815e-05
471804,2,4.239048418411035e-06,24,5.086858102093242e-05
470732,0,0.0,6,1.2746106064597265e-05
468884,29,6.184898610317264e-05,40,8.530894634920364e-05
471272,2,4.243833709619922e-06,3,6.3657505644298835e-06
471388,18,3.818510441504663e-05,5,1.0606973448624063e-05
471244,4,8.488171732690496e-06,1,2.122042933172624e-06
471470,36,7.635692620951493e-05,7,1.4847180096294567e-05
471522,3,6.362375456500439e-06,6,1.2724750913000878e-05
471928,7,1.4832771100676375e-05,4,8.475869200386499e-06
471636,12,2.544335038037809e-05,3,6.360837595094522e-06
471768,21,4.4513404893930916e-05,3,6.35905784199013e-06
471990,27,5.7204601792410856e-05,27,5.7204601792410856e-05
471736,0,0.0,13,2.7557786558583613e-05
471786,20,4.239210150364784e-05,350,0.0007418617763138372
466550,18,3.8581073839888545e-05,0,0.0
469954,8,1.702294267098482e-05,8,1.702294267098482e-05
471738,13,2.7557669723448185e-05,20140,0.04269318986386511
471891,39,8.264620431413186e-05,0,0.0
471902,5,1.0595420235557382e-05,3,6.35725214133443e-06
471954,5,1.059425282972493e-05,0,0.0
471792,8,1.6956624953369282e-05,0,0.0
418814,1,2.3876947762013687e-06,15,3.581542164302053e-05
470074,8,1.7018597071950375e-05,108,0.00022975106047133005
470784,31,6.584760739532354e-05,0,0.0
467588,2,4.277269733183914e-06,18,3.8495427598655224e-05
471850,20,4.238635159478648e-05,4,8.477270318957296e-06
471002,4,8.492532940412143e-06,4,8.492532940412143e-06
471212,3,6.366561123231157e-06,4,8.48874816430821e-06
471410,8,1.697036549924694e-05,21,4.454720943552322e-05
469714,66,0.0001405110343741085,89,0.00018947700089841905
471950,5,1.0594342621040365e-05,105,0.00022248119504184765
471956,9,1.9069574282348353e-05,35,7.415945554246583e-05
471954,25,5.297126414862466e-05,1,2.1188505659449863e-06
471748,3,6.359327437530207e-06,46,9.750968737546317e-05
471620,9,1.908316017132437e-05,7,1.4842457911030067e-05
471938,9,1.9070301607414532e-05,141,0.00029876805851616103
471006,7,1.4861806431340577e-05,1,2.1231152044772253e-06
415570,17,4.090766898476791e-05,0,0.0
411816,4,9.71307574256464e-06,4,9.71307574256464e-06
415682,7,1.6839795805447435e-05,6,1.4434110690383515e-05
405566,0,0.0,65,0.00016026984510535892
382368,4,1.0461126454096577e-05,10,2.6152816135241443e-05
413546,35,8.46338738616744e-05,0,0.0
414946,24,5.7838851320412776e-05,1,2.4099521383505323e-06
382394,5,1.3075518967347814e-05,325,0.0008499087328776079
413674,4,9.669449856650407e-06,16,3.867779942660163e-05
386598,0,0.0,8,2.069333002240053e-05
412412,24,5.81942329515145e-05,0,0.0
119704,2,1.6707879435941992e-05,0,0.0
411036,19,4.622466158681965e-05,85,0.00020679453867787737
385506,9,2.3345940141009477e-05,2,5.1879866980021065e-06
415440,4,9.628345850182938e-06,4,9.628345850182938e-06
409880,2,4.879476920074168e-06,3,7.319215380111252e-06
470752,5,1.0621303786282373e-05,0,0.0
418502,0,0.0,2,4.778949682438793e-06
411430,1,2.4305471161558465e-06,60,0.0001458328269693508
359520,0,0.0,2,5.562972852692479e-06
471978,45,9.534342702414095e-05,8,1.6949942582069505e-05
471952,87,0.00018434078041834764,4,8.475438180153914e-06
471934,30,6.356821080913856e-05,56,0.00011866066017705866
413065,10,2.4209264885671748e-05,7,1.694648541997022e-05
409372,1,2.442765992788955e-06,7243,0.017692954085770398
471366,2,4.242987402570402e-06,44,9.334572285654884e-05
413113,1,2.4206451987712807e-06,15,3.630967798156921e-05
412336,8,1.9401653020837375e-05,0,0.0
410992,5,1.216568692334644e-05,20,4.866274769338576e-05
411046,4,9.73127095264277e-06,30,7.298453214482078e-05
459364,2445,0.005322576431762175,1,2.17692287597635e-06
470874,6,1.274226226124186e-05,30,6.37113113062093e-05
470954,5,1.0616748132514004e-05,1,2.1233496265028008e-06
411100,2,4.864996351252737e-06,4,9.729992702505474e-06
412374,2,4.849966292734265e-06,0,0.0
410992,20,4.866274769338576e-05,7,1.7031961692685017e-05
411044,7,1.7029807027958077e-05,10,2.4328295754225826e-05
409092,4,9.777751703773234e-06,0,0.0
470226,4,8.506547915257769e-06,21,4.465937655510329e-05
411087,3,7.297725299024294e-06,1,2.432575099674765e-06
410912,78,0.00018982166497936298,60,0.00014601666536874074
413238,0,0.0,0,0.0
411060,1,2.4327348805527173e-06,3,7.298204641658152e-06
467166,12,2.5686800837389707e-05,1,2.140566736449142e-06
