AN,AC,AF,AC_sim,AF_sim
471302,1,2.121781787473849e-06,776,0.0016465026670797068
471606,12,2.544496889352553e-05,10,2.1204140744604606e-05
471990,0,0.0,16,3.389902328439162e-05
471966,370,0.000783954776403385,2,4.237593385964244e-06
471274,0,0.0,6,1.2731447098715397e-05
471610,0,0.0,0,0.0
471808,10,2.11950623982637e-05,2,4.23901247965274e-06
471804,20,4.239048418411035e-05,52017,0.1102512907902434
470830,93,0.0001975235222904233,4,8.495635367330033e-06
453334,5,1.1029395545006551e-05,4,8.82351643600524e-06
465870,12,2.575825874170906e-05,13,2.790478030351815e-05
471960,19,4.025764895330113e-05,5,1.059411814560556e-05
468140,50,0.00010680565642756441,3,6.408339385653864e-06
471234,6,1.27325277887419e-05,130,0.0002758714354227411
469336,5,1.0653348560519543e-05,765,0.00162996232975949
467588,6,1.2831809199551743e-05,194,0.00041489516411883964
471570,0,0.0,5,1.0602879742137965e-05
472008,1,2.1186081591837426e-06,16,3.389773054693988e-05
413166,0,0.0,8,1.9362677471040694e-05
405430,0,0.0,3,7.3995510939003035e-06
432020,2,4.629415304846998e-06,19,4.397944539604648e-05
392296,0,0.0,75,0.00019118216856659257
422756,15,3.548145975456291e-05,24,5.6770335607300665e-05
470558,10,2.1251365400226966e-05,2,4.250273080045393e-06
470930,3,6.370373516233835e-06,4,8.493831354978447e-06
471898,574,0.0012163645533568696,19,4.026293817731798e-05
471926,5,1.0594881400897598e-05,15,3.1784644202692796e-05
471774,11,2.3316248881879883e-05,7,1.4837612924832654e-05
470938,11,2.3357639434490315e-05,5,1.0617108833859234e-05
471766,1,2.11969493350517e-06,190,0.0004027420373659823
471688,15,3.180068180661793e-05,4,8.480181815098116e-06
470968,10,2.1232865077882147e-05,4,8.49314603115286e-06
466538,97,0.00020791446784613473,1090,0.0023363584531163593
418710,0,0.0,7,1.671801485515034e-05
419172,1,2.3856555304266506e-06,7,1.6699588712986554e-05
418978,35851,0.085567738640215,0,0.0
418716,0,0.0,8,1.9106028907421737e-05
418780,22,5.2533549835235684e-05,16,3.820621806198959e-05
418668,4,9.55410970028758e-06,3,7.165582275215684e-06
418080,75,0.0001793915040183697,1,2.3918867202449293e-06
418530,19,4.539698468449096e-05,12,2.867177980073113e-05
418110,42,0.00010045203415369161,17,4.065915668125613e-05
418184,15,3.586937807281006e-05,3,7.173875614562011e-06
418446,24,5.7355070905206405e-05,303,0.0007241077701782309
396228,21,5.2999788000847996e-05,0,0.0
418274,0,0.0,165,0.00039447826066167153
418640,33,7.882667685839863e-05,6,1.4332123065163386e-05
419534,35,8.342589635166637e-05,3,7.150791115857118e-06
471438,22,4.6665733351999625e-05,23,4.878690304981779e-05
471434,1,2.1211876954144164e-06,27,5.7272067776189246e-05
470230,7,1.4886332220402782e-05,13,2.7646045552176593e-05
471258,1,2.1219798921185423e-06,19,4.03176179502523e-05
471372,1,2.1214666972157873e-06,1149,0.002437565235100939
467702,4,8.55245434058439e-06,21,4.4900385288068045e-05
471342,15,3.1824025866568225e-05,1,2.1216017244378818e-06
471282,72,0.00015277477179268464,1,2.1218718304539534e-06
470924,4,8.49393957411387e-06,16,3.397575829645548e-05
470440,3,6.377008757758694e-06,7,1.4879687101436953e-05
418260,6,1.4345144168698895e-05,0,0.0
471256,0,0.0,1,2.1219888977540868e-06
471010,0,0.0,3,6.369291522472984e-06
471980,39,8.263061994152295e-05,32,6.779948302894191e-05
471986,5,1.0593534553991009e-05,20,4.2374138215964035e-05
471646,4,8.480936973916879e-06,931,0.0019739380806791536
471872,10,2.1192187711921876e-05,9,1.907296894072969e-05
471964,0,0.0,58,0.00012289072895390327
471866,28,5.933888010579275e-05,8,1.6953965744512214e-05
470558,10,2.1251365400226966e-05,0,0.0
471656,2,4.240378580999711e-06,4,8.480757161999423e-06
471960,8,1.6950589032968897e-05,3,6.356470887363336e-06
471966,1,2.118796692982122e-06,3,6.356390078946365e-06
469664,15,3.193772569326157e-05,2,4.2583634257682084e-06
471748,5,1.0598879062550344e-05,8,1.695820650008055e-05
472014,1,2.1185812285228828e-06,12,2.5422974742274595e-05
460876,3,6.509343077096659e-06,47907,0.10394769959815656
470604,2,4.2498576297694025e-06,0,0.0
471982,2,4.23744973325254e-06,2,4.23744973325254e-06
471960,3,6.356470887363336e-06,11,2.330705992033223e-05
471994,1,2.1186710000550855e-06,1,2.1186710000550855e-06
471876,1,2.1192008069916674e-06,11,2.331120887690834e-05
472010,19,4.02533844621936e-05,11,2.330459100442787e-05
470716,7,1.4870962533672109e-05,13,2.76175018482482e-05
469754,14,2.9802832972151382e-05,3,6.386321351175296e-06
471852,8,1.6954468774107135e-05,39,8.265303527377229e-05
471958,1,2.118832607986304e-06,12,2.5425991295835648e-05
460964,1,2.1693668052168935e-06,49,0.00010629897345562777
471826,154,0.000326391508734152,2,4.238850762781195e-06
470596,3,6.374894814235565e-06,3,6.374894814235565e-06
471978,18,3.813737080965638e-05,8,1.6949942582069505e-05
458092,4,8.731870453969946e-06,28,6.112309317778961e-05
463130,7,1.51145466715609e-05,21,4.53436400146827e-05
462278,14,3.0284806977619527e-05,17,3.677440847282371e-05
472012,6,1.2711541232002576e-05,33,6.991347677601417e-05
470678,6,1.2747568401327447e-05,2,4.249189467109149e-06
467360,2,4.279356384799726e-06,20,4.279356384799726e-05
373276,2,5.357965687587737e-06,1,2.6789828437938683e-06
405610,0,0.0,5813,0.014331500702645399
392076,2,5.101051836888767e-06,31,7.906630347177588e-05
471398,2,4.242699375050382e-06,24,5.0912392500604585e-05
455704,0,0.0,9,1.974966206133806e-05
469778,8,1.7029320232109634e-05,24,5.1087960696328906e-05
464890,6,1.2906278904687131e-05,2,4.302092968229043e-06
468724,12,2.5601420025430745e-05,4,8.533806675143582e-06
471686,1,2.120054442998096e-06,55,0.0001166029943648953
467430,2,4.278715529598015e-06,5,1.0696788823995036e-05
378842,2,5.279245701374188e-06,0,0.0
373952,16,4.278623994523361e-05,0,0.0
365902,5652,0.015446758968248328,12,3.279566659925335e-05
466352,55,0.00011793666586612688,5,1.0721515078738807e-05
374808,1,2.668032699408764e-06,1,2.668032699408764e-06
463600,4,8.628127696289906e-06,7,1.5099223468507334e-05
471838,3660,0.007756899613850517,54,0.00011444605987648303
471974,13,2.7543890129541033e-05,2,4.237521558390929e-06
471840,201,0.00042599186164801625,11,2.3312987453374026e-05
454878,3567,0.007841663039320433,4,8.793566626655939e-06
441388,11,2.4921384360245407e-05,8,1.812464317108757e-05
460588,0,0.0,14,3.039592868246676e-05
471824,30,6.358303096069721e-05,4,8.477737461426295e-06
441178,15,3.399988213374194e-05,2,4.533317617832258e-06
422606,0,0.0,4,9.465080950104826e-06
471786,49,0.00010386064868393721,12,2.5435260902188705e-05
469908,12,2.5536913608621262e-05,41,8.725112149612265e-05
421044,23,5.462611983545663e-05,0,0.0
379352,8,2.1088593179948966e-05,9,2.3724667327442585e-05
376246,9,2.3920520085263364e-05,4,1.0631342260117051e-05
349924,12,3.4293160800630994e-05,1,2.8577634000525827e-06
379546,12,3.161672102986199e-05,0,0.0
366762,5,1.3632819103396752e-05,1,2.726563820679351e-06
376952,12,3.1834291899233856e-05,14,3.7140007215772833e-05
376546,1,2.65571802648282e-06,1,2.65571802648282e-06
367912,8,2.1744330165909238e-05,0,0.0
357724,5,1.3977256208697208e-05,9,2.5159061175654973e-05
471908,7,1.4833399730455936e-05,26,5.509548471312205e-05
354732,10,2.8190295772583247e-05,0,0.0
358882,3,8.359293583963532e-06,3,8.359293583963532e-06
409244,268626,0.6563956954775146,0,0.0
24486,0,0.0,0,0.0
471256,0,0.0,40,8.487955591016348e-05
464702,25,5.379791780538926e-05,15,3.2278750683233557e-05
471210,2,4.2443920969419156e-06,0,0.0
467994,6,1.2820677188169079e-05,40,8.547118125446053e-05
471120,0,0.0,23,4.881983358804551e-05
471122,4,8.490369798056555e-06,6,1.2735554697084832e-05
471092,5,1.0613638100413508e-05,1,2.1227276200827016e-06
470148,2,4.2539795979138484e-06,27,5.742872457183695e-05
470622,2,4.249695084377696e-06,70,0.00014873932795321935
122730,0,0.0,1,8.147967082212988e-06
121386,8,6.590545861961017e-05,1,8.238182327451271e-06
105310,0,0.0,1,9.495774380400722e-06
71260,0,0.0,0,0.0
70892,4,5.642385600631947e-05,3,4.2317892004739605e-05
122658,2,1.630549984509775e-05,3,2.4458249767646627e-05
110444,0,0.0,6,5.4326174350802216e-05
121492,7,5.761696243374049e-05,83,0.0006831725545714944
115222,0,0.0,49697,0.4313152002221798
70080,0,0.0,5,7.134703196347032e-05
109108,0,0.0,0,0.0
122734,0,0.0,1,8.147701533397429e-06
114392,1,8.741870060843416e-06,503,0.004397160640604238
471648,2,4.2404505054617005e-06,3,6.36067575819255e-06
471964,0,0.0,0,0.0
471268,1,2.1219348650873813e-06,2,4.243869730174763e-06
471706,0,0.0,1,2.119964554192654e-06
471940,27,5.7210662372335464e-05,6,1.2713480527185659e-05
471856,67,0.00014199247227967855,31,6.569800956223933e-05
471966,9431,0.01998237161151439,20,4.2375933859642434e-05
471958,1,2.118832607986304e-06,27,5.72084804156302e-05
469288,18,3.83559775660149e-05,23,4.9010415778796815e-05
471114,28,5.94335978128436e-05,7,1.48583994532109e-05
471686,56,0.00011872304880789339,0,0.0
470852,19,4.035238248961457e-05,3,6.371428814149669e-06
470298,1770,0.0037635711825268234,4,8.505245610230109e-06
451172,6,1.3298697614213648e-05,1171,0.0025954624843740302
470896,0,0.0,7,1.486527810811729e-05
470920,118142,0.2508748832073388,3,6.370508791302132e-06
470706,0,0.0,23,4.886277209128416e-05
471202,1,2.1222320788112105e-06,2,4.244464157622421e-06
471280,3,6.36564250551689e-06,20,4.2437616703445933e-05
467600,52,0.00011120615911035073,2,4.27715996578272e-06
470884,56,0.00011892525547693274,14,2.9731313869233186e-05
464948,14,3.0110894121493155e-05,23,4.946789748531018e-05
470760,6,1.274534794799898e-05,2,4.24844931599966e-06
470340,19,4.039630905302547e-05,7,1.4882850703746226e-05
471010,10,2.123097174157661e-05,2877,0.0061081505700515916
466212,32,6.863830188841129e-05,2,4.289893868025705e-06
466744,1,2.1425020996520577e-06,0,0.0
465526,13,2.7925400514686613e-05,3,6.444323195696911e-06
462508,24,5.189099431793612e-05,53,0.00011459261245210894
470426,9,1.9131595617589165e-05,2,4.251465692797592e-06
471660,3,6.3605139295255055e-06,11,2.3321884408260188e-05
470566,6815,0.014482559300926968,0,0.0
448218,2,4.462114417537895e-06,19,4.239008696661e-05
471990,2,4.237377910548953e-06,5,1.0593444776372381e-05
471876,11,2.331120887690834e-05,0,0.0
433370,13,2.9997461753236265e-05,3,6.922491173823753e-06
469890,1,2.128157653919002e-06,7,1.4897103577433016e-05
471464,35,7.423684523102506e-05,8,1.6968421767091444e-05
469638,16,3.4068793411095354e-05,12,2.5551595058321516e-05
471536,1,2.120728852091887e-06,7,1.4845101964643208e-05
469202,3,6.393834638386025e-06,26,5.541323353267889e-05
471392,15,3.182065032923766e-05,7,1.4849636820310909e-05
471794,38,8.054362709148484e-05,6,1.271741480391866e-05
470184,0,0.0,7,1.4887788610416347e-05
469282,2,4.261829773995167e-06,1,2.1309148869975835e-06
471672,1,2.1201173696975863e-06,4,8.480469478790345e-06
469906,6,1.2768511149038318e-05,11,2.340893710657025e-05
467894,54,0.00011541075542751137,0,0.0
471804,82,0.00017380098515485244,18,3.815143576569932e-05
471634,12,2.5443458274848716e-05,35,7.421008663497542e-05
471200,22,4.66893039049236e-05,3,6.366723259762309e-06
413258,2,4.839591732041485e-06,5,1.2098979330103713e-05
471992,9,1.9068119798640654e-05,6,1.2712079865760436e-05
471732,0,0.0,122,0.00025862142063714144
461018,2,4.338225405515619e-06,2,4.338225405515619e-06
471484,0,0.0,0,0.0
471828,3,6.3582491925023525e-06,3,6.3582491925023525e-06
427878,0,0.0,11,2.5708262635611086e-05
444194,0,0.0,1,2.2512685898503807e-06
459924,5,1.0871361355354362e-05,0,0.0
466770,15,3.213574137155344e-05,2538,0.005437367440066843
471978,2,4.237485645517376e-06,6,1.2712456936552128e-05
446036,11,2.4661686500641205e-05,5,1.1209857500291457e-05
470270,69,0.00014672422225530014,7,1.4885066025900016e-05
471646,7,1.4841639704354537e-05,25,5.300585608698049e-05
442470,16,3.616064365945714e-05,120,0.00027120482744592855
470942,5,1.0617018656225182e-05,6,1.2740422387470219e-05
471978,5,1.059371411379344e-05,12,2.5424913873104255e-05
471926,5,1.0594881400897598e-05,2,4.237952560359039e-06
468148,16,3.417722600545127e-05,27,5.7674068884199015e-05
449688,8,1.7790112255608333e-05,440,0.0009784561740584583
468861,2,4.26565655919345e-06,0,0.0
471864,3,6.3577641015207775e-06,41,8.688944272078396e-05
471976,9,1.9068766208451278e-05,9,1.9068766208451278e-05
470508,7,1.4877536619993709e-05,1255,0.0026673297797274436
471914,10,2.11903016227533e-05,16,3.3904482596405274e-05
471612,4,8.481548391474347e-06,3,6.361161293605761e-06
471796,4,8.47824059551162e-06,6,1.271736089326743e-05
471726,0,0.0,1,2.1198746730093315e-06
471622,6,1.272205283044472e-05,1,2.1203421384074534e-06
471776,7,1.483755002374008e-05,11,2.331615003730584e-05
470258,8,1.701193812758103e-05,1,2.126492265947629e-06
471928,5,1.0594836500483124e-05,5,1.0594836500483124e-05
468528,70,0.00014940409111088344,1,2.1343441587269062e-06
471214,0,0.0,10,2.122178033759608e-05
471228,0,0.0,4,8.48845993871332e-06
468426,9,1.921328021928757e-05,0,0.0
471266,33,7.002414772124448e-05,2,4.243887740681484e-06
471100,67,0.00014222033538526852,1,2.1226915729144554e-06
471250,6,1.273209549071618e-05,16,3.3952254641909815e-05
471080,1,2.1227816931306783e-06,11,2.3350598624437463e-05
470674,0,0.0,9,1.912151510387232e-05
471248,1595,0.0033846297490917735,1,2.122024921060673e-06
471924,4,8.475941041354117e-06,7,1.4832896822369703e-05
471988,42,8.898531318592846e-05,2,4.237395865996593e-06
471900,2,4.238186056367875e-06,8,1.69527442254715e-05
465961,5,1.0730511781028884e-05,0,0.0
471458,4,8.484318857671309e-06,14,2.969511600184958e-05
379890,48,0.0001263523651583353,10,2.632340940798652e-05
470844,7,1.48669198290729e-05,2,4.247691379735114e-06
405336,9,2.220380129078098e-05,11,2.7137979355398978e-05
465992,1,2.145959587289052e-06,6,1.2875757523734314e-05
469000,1,2.132196162046908e-06,75,0.00015991471215351814
470984,27,5.7326788171148064e-05,19,4.0341073157474564e-05
471236,14,2.9709105416394333e-05,2,4.244157916627762e-06
470194,369,0.000784782451498743,1567,0.0033326669417304347
471144,96,0.000203759360195609,9,1.9102440018338343e-05
471580,10376,0.022002629458416387,1,2.1205309809576317e-06
469800,9,1.9157088122605363e-05,2,4.257130693912303e-06
471238,6,1.273241971148337e-05,1,2.1220699519138947e-06
471774,2,4.2393179785236154e-06,1,2.1196589892618077e-06
471558,19,4.0291968326271635e-05,1,2.1206299119090335e-06
471852,1,2.119308596763392e-06,11,2.3312394564397312e-05
470924,1,2.1234848935284675e-06,4,8.49393957411387e-06
471680,29,6.148236092265943e-05,12,2.5440976933514246e-05
471590,0,0.0,5,1.0602430076973642e-05
470996,6,1.2738961689695879e-05,0,0.0
471498,35,7.423149196815256e-05,591,0.0012534517643765192
471198,4,8.489000377760517e-06,18,3.820050169992233e-05
471492,4,8.483707040628473e-06,3,6.362780280471355e-06
439092,0,0.0,2,4.55485410802292e-06
471990,2,4.237377910548953e-06,28,5.9323290747685335e-05
471912,8,1.695231314312838e-05,7,1.4833274000237333e-05
471944,2,4.2377909243469566e-06,1,2.1188954621734783e-06
471722,10,2.119892648636273e-05,90,0.00019079033837726458
471460,18,3.817927289695838e-05,9,1.908963644847919e-05
471972,7,1.4831388302695923e-05,14,2.9662776605391846e-05
471450,6,1.2726694241170856e-05,0,0.0
471480,30,6.362942224484602e-05,5,1.0604903707474336e-05
471390,5,1.0606928445660705e-05,4,8.485542756528565e-06
471936,16,3.390290208841877e-05,3,6.356794141578519e-06
471652,25,5.300518178657146e-05,5,1.0601036357314292e-05
471628,75967,0.16107398203668993,25,5.300787909114811e-05
471964,0,0.0,2,4.237611343238043e-06
471878,16,3.390706920008985e-05,0,0.0
470636,3,6.3743530031701784e-06,154,0.00032721678749606913
418594,0,0.0,3,7.166849023158478e-06
417864,81,0.00019384297283326631,5,1.1965615606991749e-05
471192,3,6.366831355371059e-06,41,8.70133618567378e-05
459740,3,6.525427415495715e-06,8,1.740113977465524e-05
439156,2,4.5541903105046954e-06,3,6.831285465757043e-06
470456,5,1.062798646419644e-05,0,0.0
471412,2,4.242573375306526e-06,3,6.363860062959789e-06
471672,2,4.240234739395173e-06,6,1.2720704218185519e-05
471494,1,2.1209177635346367e-06,2,4.241835527069273e-06
471416,1,2.1212686883771446e-06,25,5.3031717209428614e-05
471934,15,3.178410540456928e-05,4,8.475761441218476e-06
471814,35,7.418177502151272e-05,16,3.391166858126296e-05
471884,0,0.0,34,7.205160590314568e-05
470766,14,2.97387661810751e-05,14,2.97387661810751e-05
471616,16,3.392590582168544e-05,9,1.908332202469806e-05
471868,3,6.357710207091814e-06,246,0.0005213322369815287
471938,3,6.356767202471511e-06,13,2.754599121070988e-05
471956,1,2.118841586927595e-06,1,2.118841586927595e-06
440510,2,4.54019205012372e-06,0,0.0
469441,100,0.0002130193144612422,1,2.130193144612422e-06
443700,0,0.0,9,2.0283975659229208e-05
465184,15,3.224530508357983e-05,10,2.1496870055719886e-05
448836,4,8.911941109893146e-06,1,2.2279852774732864e-06
471950,39,8.263587244411485e-05,31,6.568492425045027e-05
471944,56,0.00011865814588171478,0,0.0
471482,4,8.483886977657683e-06,2,4.241943488828841e-06
470468,6,1.27532584575359e-05,2,4.251086152511967e-06
470294,0,0.0,18,3.8273930775217206e-05
471924,8,1.6951882082708234e-05,3,6.356955781015587e-06
471418,0,0.0,5,1.0606298444268144e-05
465906,42,9.014693951140358e-05,5,1.0731778513262333e-05
471384,0,0.0,9,1.909271422025355e-05
469330,9,1.917627255875397e-05,9,1.917627255875397e-05
471654,4,8.480793123772934e-06,10,2.1201982809432337e-05
471877,10,2.1191963159891243e-05,19,4.026473000379336e-05
471934,16,3.39030457648739e-05,3,6.356821080913856e-06
471926,300,0.0006356928840538559,11,2.3308739081974716e-05
432776,33,7.625191785126717e-05,10,2.3106641773111263e-05
471928,12,2.54276076011595e-05,17,3.602244410164262e-05
471204,3,6.366669213334352e-06,22,4.668890756445191e-05
458996,0,0.0,23,5.010936914482915e-05
468340,25,5.3380023060169965e-05,40,8.540803689627193e-05
461178,0,0.0,5,1.0841800779742312e-05
471950,9,1.9069816717872656e-05,0,0.0
463276,7,1.51097833688773e-05,9,1.9426864331413672e-05
471818,203,0.00043025064749543256,16,3.3911381083383844e-05
471972,3,6.356309272583967e-06,4,8.475079030111956e-06
471990,7,1.4830822686921334e-05,11,2.3305578508019237e-05
472000,10,2.1186440677966103e-05,1,2.11864406779661e-06
471922,9,1.907094816516289e-05,2,4.237988481147308e-06
418874,0,0.0,5,1.1936763800092629e-05
433398,0,0.0,12,2.7688175764539753e-05
390164,4,1.0252099117294267e-05,0,0.0
405294,1,2.4673446929883e-06,13,3.20754810088479e-05
352416,0,0.0,5,1.4187778080450378e-05
347690,3,8.628375852052116e-06,3,8.628375852052116e-06
456968,1,2.188337038917386e-06,36847,0.08063365487298892
353834,2,5.652368059598569e-06,2,5.652368059598569e-06
470630,2,4.24962284597242e-06,3,6.37443426895863e-06
462524,2,4.324099938597781e-06,5,1.0810249846494452e-05
471430,72,0.00015272680991875782,2,4.242411386632162e-06
471420,6,1.2727504136438845e-05,1,2.1212506894064743e-06
470976,21,4.458825927435793e-05,6,1.2739502649816551e-05
471778,53,0.00011234097393265476,8,1.695712814077808e-05
471916,20,4.2380423634714654e-05,0,0.0
471986,33,6.991732805634065e-05,13,2.754318984037662e-05
471910,5,1.0595240617914432e-05,143,0.0003030238816723528
471918,0,0.0,1,2.119012201272255e-06
471678,1,2.1200904006546838e-06,0,0.0
471566,2,4.241187871899162e-06,6,1.2723563615697485e-05
471716,29,6.147766876680037e-05,11,2.331911573913117e-05
471124,24,5.094200253011946e-05,15,3.1838751581324665e-05
471232,3,6.366290914029607e-06,19,4.031984245552085e-05
471172,0,0.0,45,9.55065241567835e-05
470324,0,0.0,4,8.504775431404734e-06
471044,15,3.1844158932074284e-05,59,0.0001252536917994922
454558,6,1.3199635690054954e-05,19,4.179884635184069e-05
392994,0,0.0,20,5.089136220909225e-05
414018,73,0.0001763208362921419,5,1.2076769609050814e-05
471658,0,0.0,0,0.0
471442,2,4.242303401054637e-06,22,4.6665337411601e-05
471512,8,1.6966694378934153e-05,23,4.877924633943569e-05
471752,2,4.239515677728976e-06,1,2.119757838864488e-06
424816,0,0.0,4,9.415841211253813e-06
471276,2,4.243797689676537e-06,1,2.1218988448382687e-06
421512,3,7.117235096509708e-06,53,0.00012573782003833818
471866,102,0.00021616306324253072,9,1.9073211462576238e-05
469598,2,4.258961920621467e-06,0,0.0
471270,1,2.121925859910455e-06,0,0.0
465236,7,1.5046127126877542e-05,2,4.298893464822154e-06
471698,20,4.240001017600244e-05,27,5.72400137376033e-05
471022,2,4.246086170072735e-06,27,5.732216329598193e-05
471486,7,1.4846676253377618e-05,1320,0.0027996589506369225
471930,25305,0.0536202402898735,7,1.4832708240628907e-05
468576,10,2.134125520726627e-05,4,8.536502082906508e-06
467406,18,3.851041706781684e-05,54,0.00011553125120345054
471792,3,6.3587343575134805e-06,1,2.1195781191711603e-06
471648,11,2.3322477780039352e-05,158,0.0003349955899314743
424790,37,8.710186209656536e-05,1,2.354104380988253e-06
471986,0,0.0,0,0.0
471902,1,2.1190840471114767e-06,23,4.873893308356396e-05
469349,32,6.817954230221008e-05,3,6.391832090832195e-06
471818,0,0.0,3,6.358383953134471e-06
471332,66,0.00014002868466388873,1,2.1216467373316475e-06
471080,3,6.368345079392035e-06,2,4.245563386261357e-06
471546,9,1.9086154903233195e-05,27,5.725846470969958e-05
471764,2,4.2394078395129765e-06,3,6.3591117592694655e-06
471494,7,1.4846424344742457e-05,21,4.453927303422737e-05
431268,85,0.00019709322277562907,136,0.0003153491564410065
358600,1,2.788622420524261e-06,12,3.3463469046291134e-05
358556,0,0.0,11,3.067861087249969e-05
471566,5,1.0602969679747904e-05,19,4.0291284783042035e-05
359026,6,1.6711881590748302e-05,0,0.0
471492,7,1.4846487321099828e-05,662,0.0014040535152240123
468388,27,5.7644516938948054e-05,3,6.404946326549784e-06
472002,624,0.001322028296490269,15,3.177952635793916e-05
471702,7,1.4839877719407592e-05,6,1.271989518806365e-05
471086,49,0.00010401497815685458,4,8.491018625049354e-06
471984,5,1.0593579443370962e-05,4,8.474863554696769e-06
471988,36,7.627312558793868e-05,77,0.00016313974084086885
471852,8,1.6954468774107135e-05,17,3.6028246144977665e-05
471976,13,2.75437734122074e-05,5,1.0593759004695154e-05
471120,12,2.5471217524197657e-05,0,0.0
454036,2,4.404937053449506e-06,2,4.404937053449506e-06
436910,0,0.0,6,1.373280538325971e-05
433128,1,2.3087863172087695e-06,65,0.00015007111061857004
454724,2,4.398272358617535e-06,1,2.1991361793087675e-06
441844,1,2.2632422302894234e-06,4,9.052968921157694e-06
419980,9,2.1429591885327874e-05,4,9.524263060145721e-06
422636,0,0.0,15,3.549153408606934e-05
471772,52498,0.11127832936248866,21,4.451302747937563e-05
471974,9,1.9068847012759177e-05,1,2.1187607791954644e-06
471900,5,1.0595465140919687e-05,0,0.0
471880,5,1.0595914215478512e-05,1,2.119182843095702e-06
463870,9678,0.02086360402699032,34,7.32963976976308e-05
471998,2,4.237306090280043e-06,10,2.118653045140022e-05
471990,0,0.0,6418,0.013597745714951587
471916,13,2.7547275362564523e-05,1693,0.0035875028606785955
471904,1,2.119075066115142e-06,4,8.476300264460568e-06
471988,0,0.0,68,0.00014407145944388418
468162,0,0.0,0,0.0
471222,13,2.7587846068307508e-05,6,1.2732852031526541e-05
467812,0,0.0,35,7.481637922926303e-05
471090,6,1.2736419792396357e-05,181,0.0003842153304039568
417864,28,6.70074473991538e-05,18,4.3076216185170296e-05
417484,9,2.1557712391373082e-05,10,2.3953013768192315e-05
464430,1,2.1531770126822126e-06,39,8.39739034946063e-05
417886,4,9.571988532757738e-06,9,2.153697419870491e-05
418828,12,2.8651379563926002e-05,1,2.3876149636605e-06
462458,2,4.324717055386651e-06,14,3.0273019387706558e-05
417686,3,7.182428905924546e-06,12,2.8729715623698184e-05
470982,17,3.60947976780429e-05,2635,0.005594693640096649
417772,9,2.1542851124536828e-05,3,7.180950374845609e-06
418898,5,1.1936079904893316e-05,18,4.296988765761594e-05
471114,127,0.00026957381865111207,4,8.490513973263372e-06
471938,1,2.118922400823837e-06,0,0.0
471764,15,3.1795558796347325e-05,6,1.2718223518538931e-05
471756,3,6.359219596571109e-06,1,2.119739865523703e-06
471994,21,4.449209100115679e-05,8,1.6949368000440684e-05
471896,0,0.0,1,2.1191109905572414e-06
470004,7,1.489349026816793e-05,0,0.0
470120,4,8.508465923593976e-06,16,3.4033863694375904e-05
471230,2,4.24421195594508e-06,1,2.12210597797254e-06
471338,25,5.3040493234154685e-05,459,0.00097382345577908
471998,10,2.118653045140022e-05,2,4.237306090280043e-06
445926,2,4.4850490888622774e-06,26,5.830563815520961e-05
468140,0,0.0,2,4.272226257102576e-06
471844,154,0.000326379057485101,5,1.0596722645620162e-05
423682,1,2.3602607616089425e-06,0,0.0
411098,0,0.0,1,2.4325100097786903e-06
465578,0,0.0,7,1.503507468136381e-05
471158,1,2.1224302675535593e-06,21,4.457103561862475e-05
471782,505,0.001070409638349916,6,1.2717738277424743e-05
471504,29,6.150531066544504e-05,24,5.090094675760969e-05
471606,1,2.1204140744604607e-06,0,0.0
472000,44,9.322033898305085e-05,3,6.3559322033898304e-06
471664,0,0.0,6,1.2720919976932732e-05
471990,72,0.0001525456047797623,5,1.0593444776372381e-05
471822,0,0.0,2,4.238886698797428e-06
471980,9,1.906860460188991e-05,3,6.356201533963303e-06
471992,2,4.237359955253479e-06,14,2.9661519686774353e-05
471980,12,2.5424806135853213e-05,110,0.0002330607229119878
471944,22,4.661570016781652e-05,9,1.9070059159561305e-05
471128,1,2.1225654174661663e-06,40,8.490261669864665e-05
471004,3,6.369372659255548e-06,1,2.1231242197518492e-06
468700,4,8.534243652656284e-06,10,2.1335609131640708e-05
471826,3,6.358276144171792e-06,26,5.5105059916155535e-05
469784,5,1.0643189210360505e-05,21,4.470139468351413e-05
471752,5,1.059878919432244e-05,1,2.119757838864488e-06
471306,0,0.0,3,6.365291339384604e-06
471944,0,0.0,0,0.0
471822,15,3.179165024098071e-05,15,3.179165024098071e-05
463764,6,1.293761482133154e-05,6,1.293761482133154e-05
471760,206431,0.4375763099881296,0,0.0
471908,1,2.1190571043508482e-06,3,6.357171313052544e-06
471756,2,4.239479731047406e-06,14,2.9676358117331842e-05
455428,6,1.3174420545069693e-05,14,3.0740314605162614e-05
471848,2,4.2386531255828144e-06,20,4.238653125582815e-05
471664,38,8.056582652057397e-05,3,6.360459988466366e-06
471708,87,0.00018443613421862678,2,4.239911131462685e-06
331972,0,0.0,2,6.024604484715578e-06
471488,5,1.0604723768155288e-05,24,5.090267408714538e-05
469034,5,1.0660208001978535e-05,9,1.9188374403561363e-05
359251,3,8.350707444098973e-06,2,5.567138296065982e-06
471314,2,4.243455530707766e-06,2,4.243455530707766e-06
471334,0,0.0,0,0.0
470604,27,5.737307800188694e-05,6,1.2749572889308208e-05
471340,2,4.24322145372767e-06,2,4.24322145372767e-06
471386,10,2.1214036903938598e-05,6,1.2728422142363159e-05
471990,11,2.3305578508019237e-05,25,5.2967223881861905e-05
471990,9,1.9068200597470286e-05,4,8.474755821097905e-06
